Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2390	-3738.038	-3720.572	-17.46567	0.2510875	0.1870657	0.3107719	-0.07748428	0.0130444	0.585722	0.0103633	0.0102124	0.372371	0.0082873	0.2165832	0.000329521	0.0266627	0.349067	3.62394	0.302139	0.3112	0.124542	0.262118	0.1390989	1.557045
2400	-3740.092	-3722.677	-17.41456	0.2408151	0.1932503	0.325164	-0.1328577	0.010131	0.594667	0.0132623	0.0103684	0.36527	0.00630133	0.2336392	0.000417362	0.0299746	0.365813	3.60379	0.287836	0.31195	0.127487	0.272728	0.1007815	2.318275
2410	-3743.731	-3725.79	-17.94073	0.215916	0.1879536	0.310062	0.4181288	0.00830581	0.526979	0.0169857	0.00689186	0.434398	0.00643959	0.005250651	0.000341218	0.0271277	0.351494	3.62104	0.315199	0.300629	0.138088	0.246084	0.4233795	0.01240176
2420	-3743.964	-3727.79	-16.17414	0.1924187	0.2297722	0.35907	0.1385627	0.00749073	0.52696	0.00698075	0.0116721	0.418762	0.0281343	0.008573932	0.00129914	0.0525223	0.456844	3.48933	0.305298	0.298911	0.135496	0.260295	0.1471367	0.0582719
2430	-3740.417	-3724.743	-15.67316	0.2497131	0.2002717	0.2635613	-0.04868631	0.00790036	0.534392	0.00707921	0.0072918	0.424668	0.0186677	0.1216708	0.000536197	0.0339324	0.384367	3.58116	0.30567	0.292021	0.14358	0.25873	0.07298451	1.667077
2440	-3739.493	-3721.19	-18.30282	0.2528527	0.188686	0.2835127	-0.3519593	0.0169523	0.537674	0.00601376	0.006392	0.427276	0.00569099	0.414097	0.000351094	0.027514	0.35349	3.61864	0.310317	0.289239	0.138612	0.261832	0.06213769	6.664184
2450	-3736.763	-3721.448	-15.31489	0.2596364	0.1751178	0.2626804	-0.05508468	0.01035	0.598734	0.00958685	0.010346	0.364646	0.00633728	0.105629	0.00019908	0.0207654	0.315693	3.66334	0.300635	0.311738	0.123372	0.264255	0.05054434	2.089829
2460	-3741.981	-3725.539	-16.44192	0.2689446	0.2029758	0.2887294	0.192952	0.0175556	0.460069	0.0125441	0.00635323	0.494941	0.00853806	0.03504678	0.000587785	0.0355097	0.39138	3.57252	0.285986	0.32552	0.129985	0.258508	0.2279988	0.1537148
2470	-3738.071	-3722.894	-15.1774	0.2655018	0.2031651	0.2498543	0.09313927	0.0149035	0.463151	0.0148232	0.00338901	0.498256	0.00547692	0.03045434	0.000591522	0.0356212	0.391868	3.57192	0.287246	0.293359	0.134026	0.28537	0.1235936	0.2464071
2480	-3742.687	-3727.755	-14.93286	0.2631516	0.2019417	0.2748262	0.07905087	0.0185883	0.45908	0.0146929	0.00790803	0.493877	0.00585445	0.008094659	0.000567661	0.0349031	0.388707	3.57582	0.268931	0.304866	0.157997	0.268206	0.08714553	0.09288667
2490	-3738.782	-3720.713	-18.06966	0.2255699	0.198159	0.2868301	-0.4291383	0.0157464	0.539514	0.0148913	0.00652003	0.418369	0.00495937	0.4448405	0.000498193	0.0327202	0.378836	3.58795	0.2868	0.297618	0.130628	0.284954	0.01570216	28.3299
2500	-3739.083	-3722.314	-16.76902	0.2249162	0.1883589	0.3298005	-0.1820635	0.0176654	0.494996	0.00365889	0.00638395	0.473421	0.00387507	0.2206512	0.000346658	0.0273412	0.352599	3.61971	0.297938	0.306606	0.142516	0.25294	0.03858765	5.718182
2510	-3739.949	-3722.66	-17.28977	0.2193684	0.1581968	0.3177595	-0.1288015	0.0121135	0.61454	0.00521457	0.00289473	0.361116	0.00412172	0.2321665	8.55772e-05	0.0136502	0.266388	3.71988	0.288843	0.327323	0.117369	0.266464	0.103365	2.246084
2520	-3757.928	-3738.055	-19.87222	0.2121399	0.1608889	0.3361889	0.263521	0.00304082	0.609039	0.0194773	0.000731324	0.357884	0.00982718	0.1764959	9.90527e-05	0.0146798	0.274371	3.71085	0.325904	0.298096	0.135895	0.240105	0.4400169	0.4011116
2530	-3738.866	-3722.93	-15.93591	0.212094	0.1959555	0.3247535	0.1382701	0.0086304	0.463052	0.0122196	0.000679338	0.506011	0.00940739	0.01380834	0.000460641	0.0314753	0.37302	3.59504	0.281776	0.309346	0.144344	0.264534	0.1520784	0.09079751
2540	-3734.386	-3719.54	-14.84617	0.2201308	0.1640643	0.3073731	0.02898323	0.0129638	0.497775	0.0137462	0.00300426	0.460205	0.0123065	0.009307629	0.000116974	0.015945	0.283725	3.70021	0.292993	0.306341	0.137411	0.263255	0.03829086	0.2430771
2550	-3736.886	-3720.745	-16.14145	0.2566495	0.1977455	0.2882755	0.1087364	0.0156037	0.491826	0.00624669	0.00878609	0.469268	0.0082693	0.05962303	0.000490985	0.0324851	0.377748	3.58928	0.298956	0.28796	0.141506	0.271578	0.1683594	0.3541414
2560	-3737.343	-3721.759	-15.58364	0.2501915	0.1748575	0.2909654	0.1419757	0.015993	0.53616	0.00550942	0.0133797	0.419496	0.00946195	0.00801692	0.000196754	0.0206447	0.314952	3.66421	0.284494	0.307688	0.134365	0.273453	0.1499926	0.05344878
2570	-3737.895	-3722.226	-15.66905	0.2924639	0.224703	0.2162071	-0.02191084	0.01898	0.548701	0.00727263	0.0073589	0.405539	0.0121487	0.1322829	0.00113453	0.049131	0.445021	3.50471	0.296227	0.291474	0.130553	0.281746	0.1103721	1.198518
2580	-3740.053	-3724.391	-15.66212	0.3248949	0.2123617	0.2308153	-0.1163634	0.0136131	0.546251	0.00724016	0.00299753	0.416928	0.0129704	0.1681788	0.00079393	0.0411975	0.415144	3.54286	0.286441	0.306493	0.13802	0.269046	0.0518154	3.245729
2590	-3739.605	-3723.334	-16.27087	0.2706934	0.2218586	0.2725276	-0.06468926	0.014494	0.519117	0.0070381	0.00852874	0.443906	0.006916	0.1595297	0.00104862	0.0472604	0.438273	3.51342	0.306417	0.279648	0.135975	0.27796	0.09484048	1.682085
2600	-3741.045	-3725.995	-15.04963	0.2752152	0.2041357	0.2459586	-0.1222135	0.0128006	0.558736	0.00525487	0.0120038	0.400325	0.0108805	0.1321816	0.00061095	0.036195	0.394365	3.56883	0.273581	0.312651	0.12084	0.292928	0.009968076	13.26049
2610	-3735.285	-3721.24	-14.04526	0.271146	0.1919982	0.2537502	-0.00500688	0.0126142	0.542519	0.00554892	0.00470924	0.418069	0.0165404	0.009457474	0.000398355	0.0292905	0.362453	3.60786	0.302004	0.308363	0.12244	0.267193	0.004450594	2.124991
2620	-3739.334	-3724.401	-14.9337	0.2761136	0.196305	0.2529934	0.0809686	0.0148657	0.549826	0.00539194	0.00977286	0.41076	0.00938314	0.01934067	0.000466456	0.0316714	0.373946	3.59392	0.278248	0.315052	0.135601	0.271098	0.1003093	0.1928104
2630	-3738.539	-3723.839	-14.70005	0.2947016	0.175161	0.2609217	0.06929934	0.0140808	0.502804	0.00423159	0.010111	0.458633	0.0101398	0.007750283	0.000199467	0.0207855	0.315816	3.6632	0.287856	0.299741	0.146779	0.265624	0.07704963	0.1005882
2640	-3740.723	-3721.456	-19.26701	0.3354435	0.2099599	0.2373915	0.1936181	0.0142988	0.510588	0.00742122	0.00528239	0.452113	0.0102968	0.2091578	0.000737031	0.0397117	0.409149	3.5504	0.30087	0.298338	0.125485	0.275306	0.4027759	0.5192908
2650	-3743.906	-3728.888	-15.01791	0.3329592	0.1804358	0.2362869	0.01385518	0.0086749	0.514629	0.0061979	0.00266866	0.455691	0.0121388	0.06577133	0.000251205	0.0233058	0.330709	3.64573	0.294278	0.30514	0.147872	0.25271	0.07962651	0.8259979
2660	-3739.563	-3724.496	-15.06729	0.2892423	0.2263057	0.2623679	-0.01016433	0.0203669	0.494538	0.00632083	0.00490361	0.464729	0.00914126	0.06774471	0.00118496	0.0501954	0.448787	3.49983	0.290459	0.290233	0.141145	0.278163	0.05758038	1.176524
2670	-3741.273	-3725.976	-15.29745	0.3119899	0.2050127	0.2398188	0.03296909	0.014402	0.552046	0.0155248	0.00488405	0.410518	0.00262478	0.06920585	0.000628886	0.0367165	0.396613	3.56604	0.294474	0.306849	0.122803	0.275875	0.1021749	0.6773271
2680	-3742.429	-3723.838	-18.59046	0.2388319	0.2046862	0.298328	-0.2471796	0.0159861	0.5023	0.00647173	0.00487866	0.45567	0.0146941	0.3725649	0.000622166	0.036522	0.395777	3.56708	0.278316	0.310815	0.128334	0.282535	0.1253853	2.97136
2690	-3745.595	-3727.175	-18.41969	0.2128972	0.1774997	0.3072279	-0.1597822	0.0160881	0.505505	0.00263584	0.00350113	0.458577	0.0136927	0.3193396	0.000221317	0.0218861	0.32245	3.65544	0.275494	0.331771	0.129286	0.263449	0.1595574	2.001409
2700	-3738.313	-3722.213	-16.10002	0.2509008	0.2122802	0.3080609	-0.1881641	0.0167121	0.473299	0.00297337	0.00166443	0.493979	0.011372	0.1948466	0.000791951	0.0411467	0.414942	3.54312	0.321427	0.293729	0.128927	0.255916	0.006682546	29.15755
2710	-3739.907	-3722.589	-17.31808	0.2480977	0.2229389	0.308422	0.2331692	0.0166122	0.504866	0.000674171	0.00504883	0.460124	0.012674	0.0558175	0.00108071	0.047968	0.440845	3.51011	0.30376	0.298824	0.135643	0.261773	0.2889867	0.193149
2720	-3739.8	-3721.84	-17.96039	0.2457709	0.2105008	0.2925904	-0.222475	0.016061	0.563538	0.00214514	0.00488131	0.401815	0.0115595	0.3315151	0.000749589	0.0400445	0.410504	3.5487	0.304574	0.30725	0.125495	0.262681	0.1090401	3.040304
2730	-3744.201	-3728.75	-15.45031	0.2532705	0.2083343	0.2686844	-0.002665658	0.0104158	0.565888	0.00536159	0.00323564	0.403491	0.0116077	0.08510454	0.00070017	0.0387177	0.405057	3.55552	0.273442	0.293857	0.132953	0.299748	0.08243888	1.032335
2740	-3737.457	-3720.096	-17.36091	0.250545	0.1917969	0.3177028	-0.2739064	0.00933895	0.567769	0.00365568	0.00233511	0.404832	0.0120686	0.3052033	0.000395358	0.0291812	0.361911	3.60851	0.298562	0.311916	0.129143	0.260379	0.0312969	9.751871
2750	-3736.469	-3721.7	-14.76858	0.2291278	0.1963027	0.3084438	-0.005935321	0.0148269	0.587462	0.00378248	0.00396596	0.37184	0.0181225	0.02139037	0.000466418	0.0316701	0.373939	3.59392	0.302753	0.292527	0.121227	0.283493	0.01545505	1.384038
2760	-3737.163	-3720.985	-16.17839	0.2413519	0.1821883	0.2951524	-0.140306	0.0147171	0.502533	0.00501625	0.00594057	0.459834	0.0119583	0.1823574	0.000270406	0.024173	0.335602	3.63995	0.329979	0.293923	0.121099	0.254998	0.04205144	4.336533
2770	-3737.609	-3721.515	-16.09431	0.2169542	0.1869197	0.3476717	0.1285419	0.0067356	0.55004	0.0094963	0.0117271	0.418786	0.00321456	0.01275425	0.000327626	0.0265866	0.348667	3.62442	0.305109	0.288169	0.122956	0.283766	0.1412962	0.09026607
2780	-3740.057	-3723.625	-16.43163	0.2384824	0.1802262	0.3263346	-0.01526486	0.00926782	0.526639	0.00739651	0.0161359	0.428202	0.0123587	0.1148612	0.000248978	0.0232031	0.330122	3.64643	0.291277	0.333707	0.116071	0.258944	0.09959636	1.153267
2790	-3741.758	-3724.737	-17.02082	0.250632	0.1995465	0.2789927	-0.04343844	0.00770514	0.605377	0.00827164	0.0154607	0.355589	0.00759693	0.1886822	0.000522928	0.0335143	0.382473	3.58349	0.302191	0.315281	0.116461	0.266067	0.1452438	1.299073
2800	-3738.547	-3723.769	-14.7778	0.2559011	0.1820877	0.2770239	-0.06804187	0.00745543	0.585757	0.00578532	0.0149597	0.379867	0.00617537	0.0715664	0.000269275	0.0241228	0.335321	3.64029	0.305208	0.293423	0.122088	0.279281	0.003524527	20.30525
2810	-3747.041	-3728.49	-18.55057	0.2553015	0.1779674	0.292413	0.3235556	0.00376099	0.558433	0.00736325	0.0154967	0.409059	0.00588731	0.09109964	0.000225892	0.0221094	0.323771	3.65389	0.321321	0.280563	0.131343	0.266773	0.4146552	0.2196997
2820	-3741.195	-3723.658	-17.53706	0.2550325	0.1933628	0.2880144	-0.2047616	0.0110688	0.426606	0.00952361	0.0200434	0.529076	0.0036827	0.2943258	0.0004191	0.0300363	0.366114	3.60343	0.305822	0.287709	0.153222	0.253247	0.08956419	3.2862
2830	-3741.915	-3728.069	-13.84644	0.2534725	0.1794605	0.2138226	0.02865757	0.0135722	0.574412	0.00570859	0.0130114	0.38932	0.00397603	0.005226455	0.000240965	0.0228295	0.327974	3.64896	0.29538	0.281162	0.145428	0.278031	0.03388402	0.1542454
2840	-3741.781	-3724.437	-17.3441	0.2362407	0.1929721	0.2647295	-0.1507561	0.0151505	0.420475	0.0046514	0.0101893	0.545925	0.00360905	0.270431	0.000413084	0.029822	0.365068	3.6047	0.306989	0.300959	0.136058	0.255994	0.1196749	2.259714
2850	-3744.634	-3725.575	-19.05943	0.2539511	0.2162172	0.2545875	0.02150365	0.0135653	0.492725	0.0067369	0.0008749	0.478578	0.00751986	0.2810111	0.0008915	0.0436236	0.424645	3.53084	0.286763	0.321026	0.120027	0.272185	0.3025148	0.928917
2860	-3740.534	-3725.644	-14.88917	0.2887032	0.1986214	0.2305105	0.05088066	0.0135066	0.490592	0.009043	0.000840641	0.476506	0.00951173	0.04320363	0.000506341	0.032984	0.38005	3.58646	0.312596	0.272864	0.146571	0.267969	0.09408429	0.4592013
2870	-3741.12	-3723.904	-17.21573	0.253762	0.2251083	0.2735386	0.1218175	0.0123563	0.571477	0.00861041	0.00158847	0.396994	0.0089737	0.119607	0.00114714	0.0493994	0.445976	3.50348	0.306212	0.29417	0.118813	0.280805	0.2414245	0.4954218
2880	-3739.331	-3724.569	-14.76285	0.2758026	0.1996917	0.2562725	-0.06351144	0.0180566	0.565697	0.0071125	0.000252053	0.405934	0.00294804	0.08033099	0.000525566	0.0335978	0.382853	3.58302	0.291851	0.294986	0.110353	0.30281	0.01681955	4.776048
2890	-3738.715	-3724.312	-14.40301	0.2760586	0.1984812	0.2322364	-0.0660571	0.0180914	0.566311	0.00712022	0.00011437	0.406374	0.00198837	0.0737898	0.000503861	0.0329039	0.379682	3.58691	0.296003	0.298916	0.121573	0.283508	0.007732702	9.542563
2900	-3738.067	-3720.858	-17.20903	0.2668564	0.1910013	0.2714394	0.07623258	0.0166187	0.520212	0.00824843	0.000409606	0.450431	0.00408016	0.1428475	0.000383675	0.0287508	0.359767	3.6111	0.289688	0.298718	0.146541	0.265053	0.2190801	0.6520333
2910	-3737.825	-3722.698	-15.1267	0.27424	0.2309469	0.2203333	0.1584907	0.0180185	0.482365	0.00565508	0.00114068	0.48837	0.00445053	0.01062658	0.00133944	0.0533182	0.459547	3.4858	0.309573	0.295759	0.127917	0.266752	0.1691173	0.06283558
2920	-3738.225	-3723.143	-15.08154	0.2753012	0.1875869	0.2324409	0.008446908	0.0144773	0.483122	0.00949449	0.0020012	0.489137	0.00176778	0.0745032	0.000336351	0.0269353	0.350493	3.62224	0.282262	0.304684	0.138252	0.274802	0.08295011	0.8981688
2930	-3741.779	-3726.691	-15.08759	0.2998636	0.2041279	0.2419664	-0.06336428	0.0143562	0.479083	0.00924235	0.00212257	0.485047	0.0101489	0.1073104	0.000610792	0.0361903	0.394345	3.56885	0.270884	0.313377	0.136702	0.279037	0.04394611	2.441863
2940	-3747.819	-3733.49	-14.32893	0.29123	0.2057762	0.241969	-0.03235267	0.0160131	0.416235	0.014436	0.00145765	0.541028	0.0108302	0.04663945	0.000644799	0.0371729	0.398564	3.56362	0.298856	0.310565	0.13373	0.25685	0.01428679	3.264517
2950	-3742.535	-3725.755	-16.77966	0.3012539	0.2156404	0.237019	-0.02902865	0.0133403	0.591606	0.0131624	0.000449355	0.373483	0.0079586	0.1888178	0.000876406	0.0432575	0.423233	3.53263	0.282331	0.308777	0.119271	0.289621	0.1597891	1.181668
2960	-3741.351	-3727.633	-13.71793	0.2999537	0.23705	0.2070951	-0.02063218	0.0160942	0.415982	0.0113445	0.00274603	0.546974	0.0068594	0.02514225	0.00156216	0.0575104	0.473369	3.46756	0.323133	0.278499	0.133954	0.264415	0.004510074	5.574688
2970	-3738.221	-3722.254	-15.9666	0.2989728	0.2135024	0.2560199	0.1777172	0.0118301	0.483153	0.00833882	0.00754165	0.484095	0.00504203	0.02869771	0.000821988	0.04191	0.417971	3.5393	0.311893	0.304824	0.141521	0.241762	0.2064149	0.1390292
2980	-3744.808	-3727.173	-17.63473	0.2998299	0.2097574	0.2703449	-0.1899545	0.0144133	0.458986	0.0203986	0.00347852	0.493639	0.00908434	0.3001875	0.000732368	0.0395874	0.408641	3.55104	0.282173	0.288789	0.156631	0.272408	0.1102329	2.72321
2990	-3737	-3723.071	-13.92925	0.2879993	0.2417474	0.2301319	0.01442175	0.0212123	0.459074	0.00826823	0.0059096	0.493734	0.0118019	0.00700491	0.0017492	0.0607982	0.483756	3.4537	0.301313	0.289242	0.140576	0.268868	0.02142666	0.326925
3000	-3743.803	-3726.458	-17.34505	0.2757241	0.1875252	0.2568927	-0.226937	0.0128192	0.462099	0.00793205	0.00594854	0.496987	0.014215	0.3119567	0.000335538	0.026903	0.350324	3.62244	0.296243	0.305422	0.124548	0.273788	0.08501968	3.669229
3010	-3740.655	-3723.979	-16.67548	0.2618807	0.2213822	0.3031488	0.03534454	0.0135075	0.460877	0.00991813	0.010248	0.495673	0.00977698	0.1154223	0.00103467	0.0469495	0.437134	3.51488	0.30538	0.311942	0.130026	0.252652	0.1507669	0.7655683
3020	-3739.14	-3722.127	-17.01289	0.2690865	0.1769939	0.2670393	0.157923	0.0111631	0.526437	0.0136328	0.00445471	0.440427	0.00388476	0.09670986	0.000216448	0.0216457	0.321019	3.65712	0.30216	0.302397	0.137555	0.257888	0.2546329	0.3798012
3030	-3734.097	-3719.41	-14.68757	0.2544407	0.2002872	0.2877224	-0.01823971	0.0115765	0.474818	0.0128904	0.00843341	0.489306	0.00297536	0.03447977	0.000536484	0.0339413	0.384407	3.58112	0.301822	0.293609	0.135495	0.269074	0.01624006	2.123131
3040	-3736.684	-3721.323	-15.36048	0.2715527	0.2080911	0.2501833	-0.09833061	0.0112362	0.49697	0.0094528	0.00473254	0.474923	0.00268518	0.1360762	0.000694767	0.0385698	0.404443	3.55629	0.28634	0.319329	0.128351	0.265981	0.03774561	3.605087
3050	-3738.054	-3720.937	-17.11754	0.2863421	0.1969695	0.231504	-0.3899395	0.012481	0.562408	0.00810602	0.00384849	0.407259	0.00589771	0.3908359	0.000477659	0.0320456	0.375702	3.59177	0.298083	0.310477	0.128138	0.263302	0.0008963996	436.0063
3060	-3738.715	-3723.826	-14.88924	0.2779772	0.19786	0.2662315	-0.0922249	0.00899069	0.527093	0.014217	0.00582745	0.43651	0.00736107	0.09511227	0.000492974	0.0325501	0.37805	3.58891	0.307012	0.29599	0.133655	0.263343	0.002887376	32.94073
3070	-3738.26	-3723.484	-14.77598	0.2728	0.1832461	0.2201775	0.09218846	0.0142603	0.545374	0.0115658	0.00130684	0.413843	0.0136502	0.02344672	0.000282507	0.0247036	0.338541	3.63647	0.302551	0.292425	0.131451	0.273572	0.1156352	0.2027646
3080	-3737.702	-3722.656	-15.04634	0.2992321	0.2044888	0.2074486	0.07961504	0.0131492	0.540272	0.00894425	0.00202657	0.423021	0.0125866	0.05135921	0.000618127	0.0364046	0.395271	3.56771	0.315605	0.286697	0.139015	0.258682	0.1309742	0.3921321
3090	-3739.145	-3720.58	-18.56417	0.2284412	0.176282	0.3242005	-0.4490822	0.0116117	0.513359	0.0067098	0.00439705	0.455077	0.00884546	0.4708721	0.000209729	0.0213096	0.319002	3.65948	0.300281	0.297642	0.133215	0.268862	0.02178989	21.60966
3100	-3744.311	-3729.099	-15.21194	0.2323896	0.1995112	0.2794752	-0.03764595	0.0177559	0.507875	0.00406509	0.00789768	0.450216	0.01219	0.08007623	0.000522288	0.0334939	0.382381	3.5836	0.279489	0.283203	0.149621	0.287687	0.04243029	1.887242
3110	-3736.136	-3719.335	-16.80016	0.2505357	0.200251	0.3054726	-0.204557	0.017847	0.510483	0.00464529	0.00672741	0.452528	0.00776892	0.2463145	0.000535816	0.0339204	0.384313	3.58123	0.287649	0.301981	0.137986	0.272383	0.04175753	5.898684
3120	-3735.291	-3720.159	-15.1317	0.2482987	0.187477	0.2926938	0.01706614	0.0173197	0.495399	0.00604166	0.00799051	0.467821	0.00542873	0.04114496	0.000334903	0.0268777	0.350192	3.6226	0.312614	0.284617	0.126589	0.276179	0.0582111	0.7068232
3130	-3737.506	-3721.186	-16.3201	0.2535932	0.1887063	0.3275008	-0.03832218	0.0159095	0.530567	0.007289	0.0107077	0.434223	0.00130368	0.1181683	0.00035137	0.0275247	0.353546	3.61858	0.305498	0.291955	0.145236	0.257311	0.07984611	1.47995
3140	-3740.51	-3722.933	-17.57714	0.2498268	0.2572075	0.2642637	0.251166	0.0125548	0.544261	0.00527925	0.0045374	0.430442	0.00292487	0.08355173	0.00246482	0.0719422	0.516441	3.40915	0.29153	0.293348	0.145486	0.269636	0.3347178	0.2496184
3150	-3740.732	-3724.827	-15.90433	0.2662776	0.205902	0.3255266	-0.06092337	0.00744085	0.410679	0.00696048	0.00762752	0.56026	0.00703229	0.1060648	0.000647447	0.0372483	0.398885	3.56322	0.307086	0.301294	0.149964	0.241655	0.04514146	2.34961
3160	-3737.408	-3721.719	-15.6892	0.226205	0.1830656	0.3094595	-0.1259865	0.014906	0.478011	0.009907	0.0051517	0.488596	0.00342805	0.1390593	0.000280414	0.0246127	0.33804	3.63707	0.305129	0.314927	0.126446	0.253499	0.0130728	10.6373
3170	-3738.622	-3724.181	-14.44089	0.225452	0.1847787	0.2846449	-0.02247099	0.019243	0.529246	0.00951081	0.0119016	0.424969	0.00512959	0.02418241	0.000300736	0.0254816	0.342781	3.63144	0.302019	0.282485	0.134966	0.280531	0.001711426	14.12998
3180	-3747.112	-3728.31	-18.80285	0.2056693	0.2074228	0.3679752	0.1379936	0.0150874	0.442452	0.00625177	0.00994981	0.50443	0.0218285	0.1571021	0.000680073	0.0381645	0.402751	3.5584	0.297212	0.29049	0.131027	0.281271	0.2950957	0.5323768
3190	-3745.168	-3729.591	-15.57651	0.208346	0.2403069	0.2928727	0.1194957	0.0164126	0.481315	0.00406646	0.0121764	0.466838	0.0191917	0.01990975	0.00169037	0.0597846	0.480594	3.45793	0.317954	0.289559	0.126234	0.266253	0.1394055	0.142819
3200	-3735.602	-3719.736	-15.86589	0.2160763	0.1907915	0.3648861	0.02141238	0.0104327	0.507669	0.00396418	0.00412841	0.455096	0.0187091	0.0417435	0.000380635	0.0286377	0.3592	3.61178	0.308131	0.29042	0.1387	0.26275	0.06315588	0.6609598
3210	-3743.181	-3726.815	-16.36612	0.2014283	0.1626832	0.3234245	0.05446224	0.00893143	0.511571	0.00391163	0.0028963	0.458594	0.0140965	0.08183128	0.000108899	0.015388	0.279665	3.70484	0.270863	0.334199	0.121065	0.273874	0.1362935	0.6004048
3220	-3743.101	-3725.249	-17.8517	0.2487053	0.2049228	0.3181623	0.322027	0.0123315	0.509802	0.00436608	0.00244507	0.457008	0.0140477	0.03573158	0.00062703	0.0366629	0.396383	3.56633	0.313562	0.313859	0.115899	0.25668	0.3577586	0.09987625
3230	-3738.725	-3721.25	-17.47468	0.2478785	0.1825015	0.2827919	-0.3499383	0.010257	0.577908	0.00905702	0.005487	0.380129	0.0171616	0.3707457	0.000273949	0.0243296	0.336473	3.63892	0.306174	0.294056	0.127833	0.271936	0.02080745	17.81793
3240	-3737.232	-3720.441	-16.79074	0.2500402	0.2074708	0.2728245	0.05961873	0.00953636	0.573917	0.00899446	0.00548419	0.385025	0.0170431	0.1323473	0.000681123	0.0381936	0.402873	3.55825	0.301713	0.307242	0.126894	0.264151	0.191966	0.6894308
3250	-3737.423	-3721.319	-16.10378	0.2362479	0.1589771	0.2893112	0.03376338	0.00880518	0.578156	0.00702495	0.00306931	0.387869	0.0150749	0.09358141	8.93277e-05	0.0139445	0.268706	3.71726	0.292944	0.309764	0.130899	0.266393	0.1273448	0.7348664
3260	-3736.13	-3720.188	-15.9421	0.2398848	0.1825938	0.3093535	0.02931756	0.0121972	0.577617	0.00446435	0.00284729	0.384538	0.0183365	0.07481459	0.000274999	0.0243758	0.33673	3.63862	0.278496	0.307339	0.125222	0.288943	0.1041322	0.7184581
3270	-3741.636	-3723.621	-18.01475	0.2349874	0.2206387	0.3502622	0.2039373	0.016047	0.545397	0.00733901	0.00564009	0.419369	0.00620782	0.08729748	0.00101316	0.0464656	0.435353	3.51717	0.274057	0.310357	0.130703	0.284884	0.2912348	0.2997495
3280	-3741.589	-3725.082	-16.50683	0.2318078	0.1849845	0.3615906	0.01540908	0.0101406	0.444975	0.00314342	0.00475217	0.52189	0.0150988	0.08485624	0.000303249	0.0255869	0.343349	3.63076	0.271399	0.325312	0.127759	0.27553	0.1002653	0.8463169
3290	-3737.163	-3721.174	-15.98907	0.2466446	0.1809996	0.3101578	0.1120215	0.0116722	0.547216	0.00308657	0.00680135	0.411744	0.0194795	0.03463056	0.000257269	0.0235832	0.332286	3.64387	0.283355	0.326401	0.131818	0.258427	0.1466521	0.236141
3300	-3736.354	-3721.147	-15.20732	0.2457404	0.1865661	0.2960137	-0.01106671	0.0162131	0.549446	0.0112044	0.00410806	0.413422	0.00560661	0.05861814	0.000323068	0.0264027	0.347698	3.62558	0.299036	0.318225	0.124988	0.257751	0.04755142	1.232732
3310	-3735.66	-3721.27	-14.39059	0.2478315	0.2333003	0.2579429	0.02867696	0.0119478	0.509394	0.0133047	0.0111128	0.449042	0.00519792	0.01136235	0.00142265	0.0549236	0.464921	3.47873	0.308986	0.307096	0.133519	0.250398	0.0400393	0.2837798
3320	-3735.612	-3719.532	-16.07985	0.2486823	0.2035146	0.2627056	0.1673226	0.0114969	0.552444	0.0109012	0.00702408	0.413349	0.00478475	0.04170094	0.000598468	0.0358274	0.392768	3.57081	0.307898	0.288229	0.122728	0.281145	0.2090236	0.1995035
3330	-3736.183	-3720.647	-15.53626	0.2499267	0.2164086	0.2896587	0.005572875	0.018227	0.53124	0.0153345	0.00445859	0.428387	0.00235273	0.07302238	0.000896549	0.0437454	0.425113	3.53025	0.287448	0.306229	0.134523	0.2718	0.07859526	0.929094
3340	-3740.428	-3723.931	-16.49675	0.2471578	0.1822762	0.2663449	0.1276418	0.0171331	0.509718	0.00208429	0.00774312	0.448804	0.0145174	0.08386392	0.000271397	0.0242169	0.335846	3.63967	0.30412	0.290548	0.129311	0.276021	0.2115057	0.396509
3350	-3738.297	-3723.271	-15.02586	0.2649318	0.2077694	0.2608918	-0.1134172	0.0173519	0.511151	0.00543744	0.00740942	0.450066	0.00858446	0.1190553	0.000687667	0.0383745	0.403629	3.55731	0.290661	0.291867	0.133542	0.283929	0.005638148	21.11603
3360	-3737.161	-3721.301	-15.8599	0.2348821	0.212325	0.3332803	0.09816712	0.0154482	0.530613	0.00481615	0.00659652	0.434969	0.00755653	0.01987283	0.000793039	0.0411746	0.415053	3.54298	0.303544	0.311063	0.135051	0.250342	0.1180399	0.1683568
3370	-3735.539	-3720.53	-15.00925	0.2378517	0.1978396	0.2914676	-0.06467217	0.0151182	0.519279	0.00602354	0.00581351	0.448592	0.00517378	0.07618243	0.000492619	0.0325385	0.377996	3.58897	0.288556	0.289085	0.139395	0.282963	0.01151026	6.618652
3380	-3738.479	-3721.845	-16.63404	0.232187	0.185775	0.372077	0.09773731	0.0131339	0.529388	0.00936213	0.00194661	0.439982	0.00618792	0.04495447	0.000313041	0.0259932	0.345526	3.62817	0.286867	0.309369	0.134604	0.26916	0.1426918	0.315046
