Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
120	-3751.893	-3735.346	-16.54726	0.258697	0.2044704	0.2718676	0.02796471	0.00758649	0.499997	0.024751	0.004696	0.428989	0.0339809	0.1304146	0.000617751	0.0363936	0.395224	3.56776	0.266319	0.311779	0.137307	0.284595	0.1583793	0.8234321
130	-3750.763	-3731.013	-19.75007	0.261928	0.1966285	0.2544155	-0.4779585	0.0069359	0.439856	0.0186687	0.00362639	0.501019	0.0298936	0.5799114	0.000471886	0.0318533	0.374801	3.59287	0.280595	0.316321	0.134065	0.269019	0.1019529	5.688033
140	-3740.648	-3722.719	-17.92877	0.2605879	0.2014753	0.2903688	-0.1957944	0.0106796	0.520177	0.0116292	0.00328537	0.433339	0.0208903	0.311102	0.000558746	0.0346309	0.387497	3.57731	0.279296	0.314857	0.140186	0.265662	0.1153075	2.69802
150	-3745.866	-3730.326	-15.5395	0.2810892	0.2269229	0.2608591	0.001048367	0.00820074	0.567115	0.0144617	0.0127642	0.380257	0.017201	0.08935612	0.00120478	0.0506073	0.450231	3.49796	0.305174	0.318444	0.106896	0.269487	0.09040449	0.9884036
160	-3743.56	-3726.821	-16.7383	0.2977318	0.1962993	0.2657225	-0.1632903	0.00760007	0.544905	0.012726	0.00808451	0.415102	0.0115818	0.2386482	0.000466361	0.0316682	0.37393	3.59394	0.289638	0.293256	0.144863	0.272243	0.07535793	3.166862
170	-3738.518	-3722.596	-15.92188	0.2827716	0.1919785	0.2527402	0.1882032	0.0099494	0.5589	0.00893156	0.0113378	0.396156	0.0147259	0.02469379	0.00039806	0.0292798	0.3624	3.60792	0.287174	0.32535	0.120634	0.266842	0.212897	0.1159894
180	-3745.172	-3730.515	-14.65766	0.2993416	0.1881443	0.2164212	0.05723529	0.0166093	0.559492	0.0084133	0.0139617	0.388708	0.0128152	0.03475342	0.00034377	0.0272281	0.352014	3.62041	0.260523	0.32813	0.137624	0.273723	0.09198871	0.377801
190	-3739.395	-3724.303	-15.09186	0.2748928	0.2356118	0.2501849	0.0347547	0.0157113	0.597046	0.00842637	0.0134621	0.353693	0.0116608	0.05345305	0.00150763	0.0565141	0.470145	3.47183	0.295584	0.309005	0.119332	0.276078	0.08820775	0.6059904
200	-3743.705	-3726.725	-16.98066	0.2665293	0.2127078	0.3133794	-0.2132349	0.0163852	0.570327	0.00801807	0.00875132	0.385422	0.0110957	0.2554212	0.000802373	0.0414132	0.416003	3.54178	0.304073	0.287011	0.133306	0.275609	0.04218634	6.054596
210	-3740.511	-3725.46	-15.05047	0.2411011	0.2431428	0.2587937	-0.04376919	0.0168906	0.51547	0.00460057	0.009402	0.445751	0.00788555	0.08751829	0.00180743	0.0617845	0.4868	3.44961	0.302937	0.273431	0.143552	0.28008	0.0437491	2.000459
220	-3736.777	-3720.18	-16.59704	0.2450124	0.1938331	0.2597893	-0.1793567	0.015625	0.564077	0.00582944	0.00577444	0.401923	0.00677046	0.2472515	0.000426428	0.0302953	0.367372	3.60191	0.275451	0.293684	0.132436	0.298429	0.06789486	3.641682
230	-3742.795	-3724.87	-17.92489	0.2232605	0.1783416	0.3254013	0.3716975	0.0154195	0.576931	0.00525162	0.00656586	0.391771	0.00406121	0.01481409	0.000229602	0.0222889	0.324826	3.65266	0.299354	0.305315	0.11656	0.278772	0.3865116	0.03832768
240	-3742.787	-3725.669	-17.11795	0.2171942	0.2080336	0.3631848	0.07739676	0.020009	0.555947	0.00449599	0.0132871	0.401017	0.00524303	0.09165704	0.000693495	0.0385349	0.404298	3.55647	0.294133	0.306094	0.130277	0.269496	0.1690538	0.5421768
250	-3735.267	-3718.146	-17.12081	0.2013719	0.1852943	0.3329695	0.1328277	0.014816	0.511882	0.00683496	0.00516883	0.455425	0.00587335	0.08444685	0.000307059	0.0257458	0.344203	3.62974	0.307919	0.297819	0.128306	0.265955	0.2172745	0.3886643
260	-3742.27	-3724.736	-17.53371	0.2033859	0.132771	0.3121245	-0.2102437	0.0139939	0.536747	0.00720651	0.00303141	0.430156	0.00886542	0.2912018	1.60403e-05	0.00592978	0.189482	3.80457	0.31272	0.30805	0.128132	0.251099	0.08095813	3.596943
270	-3741.964	-3726.844	-15.11958	0.1975126	0.1857996	0.2998038	0.05421606	0.0123009	0.553406	0.0131015	0.00189452	0.411589	0.00770738	0.0198818	0.000313349	0.0260059	0.345593	3.62809	0.322578	0.267516	0.140755	0.269151	0.07409787	0.2683182
280	-3736.501	-3721.431	-15.07037	0.212595	0.1835418	0.340703	-0.007720568	0.00804074	0.560698	0.00900423	0.00183376	0.400848	0.0195748	0.02131644	0.000285959	0.0248528	0.339361	3.6355	0.310834	0.304546	0.135143	0.249477	0.01359588	1.567861
290	-3740.326	-3725.023	-15.30322	0.204825	0.2002994	0.3459507	0.03735782	0.00716373	0.499542	0.00854137	0.00228292	0.455228	0.0272417	0.009612615	0.000536709	0.0339484	0.384439	3.58108	0.285253	0.308079	0.126111	0.280557	0.04697044	0.2046525
300	-3744.431	-3729.612	-14.81883	0.2368044	0.1809496	0.2871308	-0.05747957	0.00948981	0.496975	0.00675109	0.00212095	0.452888	0.0317758	0.06301691	0.000256727	0.0235585	0.332147	3.64404	0.316545	0.319525	0.112251	0.251679	0.005537344	11.38035
310	-3740.675	-3725.719	-14.95657	0.2573749	0.2146026	0.3149548	0.0004577154	0.00821924	0.442917	0.00763973	0.00228155	0.516521	0.022421	0.02499873	0.00084969	0.0426015	0.420685	3.53586	0.282225	0.309783	0.134527	0.273466	0.02545645	0.9820197
320	-3745.24	-3730.651	-14.58936	0.2534951	0.1888228	0.3000841	-0.01340471	0.0142067	0.444385	0.00610964	0.00344765	0.521544	0.0103074	0.01865699	0.000352961	0.0275864	0.353863	3.6182	0.293204	0.321834	0.152784	0.232178	0.005252278	3.552171
330	-3738.912	-3722.934	-15.97795	0.2368324	0.1962243	0.263106	-0.1761391	0.0191305	0.463454	0.016563	0.00291666	0.490035	0.00790052	0.2063564	0.00046511	0.0316261	0.373732	3.59418	0.29764	0.300789	0.146764	0.254806	0.03021731	6.829079
340	-3740.134	-3723.416	-16.71715	0.3157016	0.2024202	0.2335469	0.2165294	0.0149424	0.5393	0.0110041	0.00184766	0.423816	0.0090896	0.0630733	0.000576911	0.0351833	0.389945	3.57429	0.311783	0.310764	0.125929	0.251525	0.2796027	0.2255818
350	-3741.76	-3727.141	-14.61936	0.3184587	0.2322475	0.1964943	-0.1116707	0.0124676	0.551696	0.00858251	0.00138743	0.415432	0.0104343	0.1271475	0.00138501	0.0542036	0.462524	3.48189	0.294371	0.318995	0.134671	0.251962	0.01547682	8.215351
360	-3740.663	-3724.652	-16.01085	0.3238419	0.1984738	0.2548975	-0.06145921	0.0163756	0.470463	0.00532664	0.000524122	0.494826	0.0124844	0.1503937	0.000503729	0.0328996	0.379663	3.58693	0.300783	0.305677	0.133822	0.259718	0.08893448	1.691062
370	-3748.646	-3733.647	-14.99964	0.321247	0.235819	0.2006293	-0.132788	0.0183211	0.467787	0.00679063	0.000225529	0.489716	0.0171596	0.159351	0.00151541	0.0566573	0.470611	3.47122	0.308404	0.288456	0.169543	0.233596	0.02656302	5.998979
380	-3750.809	-3735.285	-15.52353	0.2987645	0.2381603	0.24745	-0.07950198	0.0178148	0.472683	0.004627	0.000169203	0.494841	0.00986466	0.1343475	0.00160513	0.0582829	0.475843	3.46427	0.296723	0.285773	0.171607	0.245897	0.05484554	2.449561
390	-3742.172	-3725.809	-16.36311	0.3092352	0.2004418	0.2002416	-0.1038289	0.0189803	0.503608	0.00837195	0.000343528	0.460381	0.00831447	0.219475	0.000539345	0.0340308	0.38481	3.58062	0.293006	0.310983	0.12287	0.273141	0.1156461	1.897817
400	-3748.143	-3731.685	-16.45797	0.3093551	0.2671439	0.21227	0.005084933	0.0200567	0.593774	0.0084732	0.000342912	0.369066	0.00828702	0.1652289	0.00300883	0.0793207	0.536273	3.3814	0.255272	0.312032	0.127087	0.305609	0.1703138	0.9701437
410	-3745.185	-3723.603	-21.58188	0.2799985	0.2103809	0.2591362	0.3433506	0.0108989	0.471752	0.010707	0.000211277	0.495187	0.0112439	0.2524655	0.000746792	0.0399706	0.410204	3.54908	0.30283	0.321557	0.133315	0.242298	0.5958161	0.4237306
420	-3742.21	-3726.705	-15.50565	0.2092681	0.1913611	0.3531798	-0.05712947	0.012133	0.440485	0.0127782	0.000122534	0.529424	0.00505663	0.0654444	0.000388927	0.0289451	0.360738	3.60993	0.291188	0.308448	0.140497	0.259867	0.008314931	7.870708
430	-3740.097	-3724.361	-15.73676	0.2283065	0.1965305	0.279314	0.001642158	0.0181818	0.482811	0.014006	0.000365039	0.479322	0.00531441	0.09332238	0.000470238	0.0317982	0.374542	3.59319	0.282191	0.316367	0.149604	0.251838	0.09496454	0.9827077
440	-3750.488	-3732.203	-18.28455	0.2777441	0.2346989	0.2765845	0.4822147	0.0132635	0.483261	0.0177146	0.000818189	0.479769	0.00517362	0.001644843	0.00147368	0.0558844	0.468088	3.47455	0.272395	0.289677	0.152612	0.285315	0.4838596	0.003399421
450	-3745.582	-3730.034	-15.54782	0.2520081	0.1869535	0.2717382	0.0480358	0.0132002	0.480956	0.0161567	0.00163043	0.47748	0.0105761	0.06063826	0.000328064	0.0266043	0.34876	3.62431	0.311461	0.291895	0.142323	0.254321	0.1086741	0.5579828
460	-3741.994	-3723.855	-18.13918	0.3246696	0.2055817	0.2134297	-0.170029	0.00996811	0.462428	0.0157241	0.00254674	0.506417	0.00291648	0.3406824	0.000640718	0.0370564	0.398068	3.56423	0.310701	0.304605	0.128381	0.256313	0.1706534	1.996341
470	-3741.404	-3724.086	-17.31814	0.3365369	0.2053448	0.2247181	-0.2572826	0.00910865	0.524417	0.0178042	0.00335397	0.44407	0.00124631	0.333549	0.000635772	0.0369147	0.397463	3.56499	0.300064	0.305423	0.129504	0.265009	0.07626636	4.373474
480	-3752.638	-3737.14	-15.49756	0.302496	0.1764166	0.1981544	-0.1247382	0.0152151	0.451428	0.0222217	0.00772995	0.50234	0.00106454	0.1830858	0.000210988	0.021373	0.319384	3.65903	0.302897	0.294449	0.138606	0.264048	0.05834752	3.13785
490	-3743.997	-3729.844	-14.15341	0.3189592	0.2367148	0.2476499	0.00936775	0.00746886	0.423976	0.0185808	0.0144534	0.534521	0.000999807	0.01211778	0.00154934	0.0572777	0.472619	3.46855	0.303694	0.280859	0.151254	0.264193	0.02148553	0.5639973
500	-3746.072	-3731.065	-15.00715	0.3224276	0.1839345	0.2156019	0.04346054	0.00916152	0.555032	0.0193263	0.0116112	0.404565	0.000304328	0.0594028	0.000290592	0.0250517	0.340448	3.63421	0.310807	0.280527	0.126628	0.282038	0.1028633	0.5774924
510	-3734.322	-3720.037	-14.28479	0.2733659	0.2158753	0.2712098	0.02105224	0.0136963	0.555739	0.0108537	0.014436	0.40508	0.000195385	0.000434392	0.00088253	0.0434064	0.423808	3.5319	0.292479	0.298563	0.126719	0.282239	0.02148663	0.02021685
520	-3738.1	-3723.386	-14.71391	0.2712674	0.2042518	0.2606267	0.0832201	0.0128186	0.520957	0.0106795	0.0146731	0.440721	0.000150863	0.001629862	0.000613302	0.0362638	0.394663	3.56846	0.298309	0.313765	0.121423	0.266503	0.08484996	0.01920875
530	-3739.425	-3724.164	-15.26101	0.2608325	0.1833818	0.2662926	0.08870904	0.0113336	0.502601	0.0129981	0.0140123	0.458892	0.000162142	0.02839169	0.000284087	0.024772	0.338917	3.63603	0.302314	0.302127	0.120819	0.274739	0.1171007	0.2424553
540	-3745.197	-3730.743	-14.45444	0.3152027	0.2265466	0.2493101	0.02123528	0.0121838	0.467284	0.0142916	0.0151869	0.490824	0.000230072	0.02258304	0.00119267	0.050356	0.449351	3.4991	0.308234	0.326304	0.120178	0.245284	0.04381832	0.515379
550	-3737.203	-3721.633	-15.56943	0.2665502	0.1904901	0.3192005	-0.1128008	0.00934516	0.555887	0.0180312	0.00597326	0.410299	0.000463712	0.1162503	0.0003763	0.0284757	0.358385	3.61276	0.288355	0.308198	0.136209	0.267239	0.00344948	33.70081
560	-3738.805	-3721.993	-16.81173	0.2506711	0.2090382	0.3140086	0.142924	0.013311	0.479236	0.0208796	0.00853	0.47713	0.000913231	0.06810285	0.000715969	0.0391469	0.406832	3.5533	0.282388	0.317567	0.13056	0.269485	0.2110269	0.3227212
570	-3741.853	-3724.76	-17.09246	0.2485069	0.2285447	0.2547183	0.3555578	0.00950832	0.426701	0.0185907	0.00759493	0.536058	0.0015463	0.008792184	0.00125791	0.0516945	0.454005	3.49304	0.30493	0.300001	0.149047	0.246021	0.36435	0.02413115
580	-3737.717	-3720.999	-16.71822	0.246925	0.2012027	0.2852187	-0.281349	0.010844	0.457738	0.0108153	0.00636459	0.511108	0.00313096	0.2909313	0.000553581	0.0344722	0.38679	3.57818	0.317816	0.281917	0.139061	0.261205	0.009582315	30.36127
590	-3736.142	-3721.188	-14.95315	0.2398046	0.19341	0.2723691	0.06153734	0.0118775	0.474498	0.0099402	0.00850109	0.491773	0.00341055	0.02046201	0.000419832	0.0300623	0.366241	3.60328	0.327514	0.280152	0.137206	0.255128	0.08199935	0.2495387
600	-3734.684	-3720.375	-14.30947	0.2435076	0.1841373	0.2637916	-0.0246163	0.0149702	0.473095	0.00932045	0.00891971	0.49032	0.00337461	0.02923908	0.000293005	0.0251546	0.341009	3.63354	0.296478	0.294762	0.140327	0.268433	0.004622782	6.324997
610	-3744.488	-3727.946	-16.54171	0.2420226	0.2202032	0.3464069	0.08349409	0.0117281	0.415341	0.0137222	0.0150763	0.542656	0.00147634	0.06188175	0.00100071	0.0461829	0.434307	3.51851	0.306903	0.274046	0.14686	0.27219	0.1453758	0.4256674
620	-3736.177	-3721.177	-14.9996	0.2372059	0.1983012	0.3046176	-0.06865609	0.0157674	0.446468	0.0108841	0.014877	0.510615	0.00138917	0.06945765	0.000500688	0.0328012	0.37921	3.58749	0.304831	0.290035	0.134783	0.270352	0.0008015634	86.65273
630	-3742.296	-3726.826	-15.47009	0.2349084	0.196223	0.3203045	-0.05285762	0.0147201	0.548732	0.00895383	0.0172183	0.407745	0.00262988	0.08004051	0.000465088	0.0316254	0.373729	3.59418	0.274719	0.296292	0.158194	0.270795	0.02718289	2.944518
640	-3734.955	-3718.838	-16.11616	0.2420437	0.1831176	0.2949983	0.01732468	0.0145035	0.583773	0.0103104	0.0103732	0.377931	0.00310898	0.09893014	0.000281016	0.0246389	0.338185	3.6369	0.290357	0.294505	0.133528	0.28161	0.1162548	0.8509767
650	-3737.008	-3719.967	-17.04132	0.2234622	0.2235266	0.2903399	-0.1208248	0.0101979	0.589648	0.00779441	0.00917811	0.381443	0.00173927	0.2270988	0.00109844	0.0483545	0.44224	3.50831	0.304293	0.293075	0.119997	0.282634	0.1062741	2.136917
660	-3740.155	-3724.969	-15.18586	0.2282115	0.1867999	0.3396809	0.04363924	0.0108194	0.528914	0.0106115	0.0252332	0.420927	0.00349531	0.003048715	0.000326076	0.0265242	0.348339	3.62481	0.287199	0.304427	0.118073	0.2903	0.04668796	0.06529982
670	-3739.009	-3723.124	-15.88508	0.2269378	0.1677389	0.3415038	-0.03576358	0.00551812	0.6047	0.00895278	0.0257661	0.351457	0.00360625	0.08519128	0.000140685	0.0174767	0.294459	3.68792	0.291625	0.309119	0.129272	0.269984	0.0494277	1.723553
680	-3739.753	-3723.674	-16.07832	0.1978106	0.1719088	0.3007008	-0.02069688	0.00674417	0.5496	0.00838353	0.0234183	0.406326	0.00552756	0.1149329	0.00017181	0.0193008	0.306514	3.67401	0.281804	0.308731	0.124683	0.284781	0.09423602	1.219628
690	-3740.228	-3724.067	-16.16095	0.2096878	0.183374	0.3949392	0.06523372	0.00784593	0.550413	0.00839593	0.0218381	0.406928	0.00457904	0.01959565	0.000283996	0.0247681	0.338896	3.63605	0.281232	0.31631	0.11749	0.284968	0.08482937	0.2310008
700	-3739.255	-3722.485	-16.76987	0.2102733	0.1881458	0.3050852	0.07687816	0.00770919	0.595227	0.00572891	0.0165687	0.372614	0.00215292	0.1044704	0.000343791	0.0272289	0.352019	3.62041	0.275777	0.324294	0.115633	0.284296	0.1813485	0.5760751
710	-3736.351	-3720.969	-15.38166	0.2075746	0.1793256	0.3227219	0.08023732	0.00965327	0.562966	0.00427853	0.0142438	0.407548	0.00131004	0.008247029	0.000239573	0.022764	0.327595	3.6494	0.304303	0.317454	0.11822	0.260023	0.08848435	0.09320326
720	-3744.014	-3725.928	-18.08647	0.2113873	0.1702539	0.3182827	-0.3782832	0.0129892	0.613602	0.00392437	0.00800918	0.359527	0.00194836	0.4050433	0.000158895	0.0185661	0.301746	3.67953	0.309138	0.31362	0.130448	0.246795	0.02676005	15.13612
730	-3740.12	-3723.072	-17.04748	0.2127228	0.2239052	0.3243934	0.06551475	0.0130036	0.533751	0.00348653	0.00495083	0.443173	0.00163523	0.1142298	0.00110997	0.0486039	0.443137	3.50715	0.307114	0.301613	0.117785	0.273488	0.1797445	0.6355118
740	-3737.414	-3722.097	-15.31702	0.2313975	0.1840025	0.2827353	0.06881054	0.0128696	0.602611	0.00591019	0.00788221	0.367976	0.00275131	0.03344753	0.000291399	0.0250862	0.340636	3.63399	0.309379	0.304323	0.122421	0.263877	0.1022581	0.3270894
750	-3741.464	-3720.48	-20.98448	0.2218533	0.196723	0.3788171	0.0116096	0.0116273	0.541479	0.00825861	0.00889415	0.428958	0.00078244	0.345767	0.000473482	0.0319066	0.375051	3.59257	0.280759	0.30233	0.140112	0.276798	0.3573766	0.9675144
760	-3735.49	-3718.921	-16.56909	0.2041154	0.1683752	0.4021655	-0.03819419	0.00516	0.494446	0.0106669	0.00889407	0.479122	0.00171102	0.09230624	0.000145135	0.0177492	0.296307	3.6858	0.311737	0.292411	0.130884	0.264968	0.05411206	1.705835
770	-3737.712	-3720.846	-16.86612	0.2040858	0.1989857	0.40123	0.006892068	0.0104097	0.54891	0.00752543	0.00873336	0.423449	0.000972438	0.08895324	0.000512828	0.0331924	0.381006	3.58529	0.316536	0.296912	0.12484	0.261711	0.09584531	0.9280918
780	-3739.387	-3722.286	-17.10152	0.195426	0.1898477	0.3659223	0.08057596	0.0125112	0.578242	0.00849169	0.00978742	0.38889	0.00207749	0.08851372	0.000367179	0.0281316	0.356646	3.61486	0.285539	0.28838	0.131104	0.294977	0.1690897	0.523472
790	-3741.909	-3725.057	-16.85236	0.2054311	0.2257694	0.3422164	0.02605135	0.00742683	0.548574	0.0103435	0.00869951	0.422852	0.00210388	0.1161338	0.00116792	0.0498384	0.44753	3.50146	0.324837	0.288434	0.133076	0.253653	0.1421852	0.8167787
800	-3740.687	-3723.499	-17.18769	0.2071743	0.2143085	0.3015582	-0.3478041	0.00885135	0.576609	0.00605794	0.00854282	0.398687	0.00125135	0.3513037	0.000842225	0.0424163	0.419961	3.53678	0.298916	0.294538	0.113193	0.293352	0.00349958	100.3845
810	-3739.734	-3723.127	-16.60697	0.197328	0.1784398	0.3766646	0.04399334	0.00867311	0.573064	0.00424853	0.0151661	0.397604	0.00124365	0.0693514	0.000230582	0.022336	0.325103	3.65233	0.302692	0.291609	0.126319	0.27938	0.1133447	0.6118625
820	-3734.544	-3719.45	-15.09393	0.2034933	0.2027524	0.3171883	-0.06288125	0.00856728	0.566072	0.0140971	0.0149811	0.392752	0.00353061	0.06543708	0.000583396	0.0353783	0.390803	3.57324	0.300512	0.290496	0.135673	0.273319	0.002555826	25.6031
830	-3739.323	-3722.613	-16.71007	0.1828634	0.2052386	0.367399	-0.16146	0.00857646	0.509651	0.0103281	0.0101166	0.458831	0.00249711	0.186034	0.000633564	0.0368513	0.397191	3.56532	0.272688	0.305676	0.130289	0.291346	0.02457398	7.570362
840	-3740.422	-3724.405	-16.01714	0.1821887	0.1634524	0.3578059	0.02052972	0.00747447	0.585582	0.0111643	0.0115475	0.382418	0.00181381	0.05760642	0.000113342	0.015697	0.281928	3.70226	0.284822	0.308253	0.119759	0.287166	0.07813614	0.737257
850	-3740.884	-3721.641	-19.24358	0.1837526	0.2154839	0.398765	0.01348368	0.0147298	0.526783	0.0107161	0.00828833	0.438298	0.00118497	0.2308581	0.000872341	0.0431584	0.42285	3.53312	0.290884	0.300209	0.141583	0.267325	0.2443418	0.9448163
860	-3737.08	-3721.199	-15.88088	0.1981852	0.1840962	0.3499004	-0.069683	0.0165158	0.570758	0.00526331	0.00754279	0.398873	0.00104772	0.09844932	0.000292515	0.0251338	0.340896	3.63368	0.287554	0.318957	0.133842	0.259647	0.02876632	3.422381
870	-3736.741	-3720.863	-15.87735	0.1939199	0.162855	0.3585083	0.06486398	0.0131711	0.595483	0.00448367	0.00482509	0.381358	0.000678977	0.02460142	0.00010988	0.0154567	0.280171	3.70426	0.288642	0.293992	0.132442	0.284925	0.0894654	0.2749825
880	-3748.135	-3729.84	-18.29491	0.1904026	0.16944	0.3524675	-0.330012	0.00768525	0.634167	0.00773702	0.00429817	0.344224	0.00188798	0.3724321	0.000152818	0.0182099	0.299394	3.68224	0.280941	0.326742	0.12375	0.268567	0.04242009	8.779617
890	-3735.789	-3720.533	-15.25629	0.2296884	0.1847928	0.3157546	-0.01248366	0.0108351	0.540595	0.0155359	0.0019804	0.423596	0.00745732	0.04996822	0.000300908	0.0254888	0.34282	3.63139	0.293235	0.3091	0.131727	0.265938	0.03748455	1.333035
900	-3738.295	-3722.594	-15.70149	0.2248037	0.1902111	0.2940706	0.125897	0.00866519	0.557405	0.0108083	0.00182414	0.417117	0.00418004	0.02076378	0.000372318	0.028326	0.35763	3.61367	0.32024	0.29254	0.135555	0.251665	0.1466607	0.1415769
910	-3736.049	-3719.908	-16.14139	0.2396184	0.1978618	0.3442532	0.0587759	0.015587	0.50011	0.010805	0.00151711	0.463937	0.0080439	0.05090229	0.000493005	0.0325511	0.378054	3.5889	0.288827	0.306465	0.13252	0.272187	0.1096782	0.4641059
920	-3735.369	-3720.145	-15.22338	0.2393166	0.195231	0.2828849	-0.004021622	0.0139261	0.547883	0.0104458	0.00147704	0.4145	0.0117677	0.06300607	0.000448748	0.0310703	0.371097	3.59738	0.298179	0.293488	0.137351	0.270982	0.05898444	1.068181
930	-3736.569	-3720.799	-15.76918	0.2490694	0.1815796	0.2668345	-0.1153179	0.00729101	0.580078	0.00618468	0.00740819	0.396619	0.00241919	0.1615275	0.000263618	0.0238701	0.333905	3.64196	0.313156	0.305582	0.125952	0.25531	0.04620966	3.495536
940	-3735.016	-3718.006	-17.01029	0.25468	0.216311	0.2955463	-0.217572	0.00727831	0.569941	0.0110604	0.0106316	0.396828	0.00426051	0.2705018	0.00089397	0.0436832	0.424874	3.53055	0.292815	0.295907	0.129456	0.281821	0.05292971	5.110584
950	-3737.523	-3719.832	-17.69191	0.1969573	0.2010215	0.3522499	0.2839353	0.00689546	0.523278	0.0129946	0.0138123	0.438003	0.00501743	0.03311263	0.000550168	0.0343669	0.386319	3.57876	0.287029	0.311374	0.126887	0.27471	0.3170479	0.1044405
960	-3744.661	-3729.094	-15.56714	0.1863391	0.1974455	0.3248314	0.1052786	0.00649518	0.575618	0.0146655	0.0100361	0.385084	0.00810081	0.006481923	0.000485803	0.0323149	0.376958	3.59024	0.284803	0.298503	0.126228	0.290466	0.1117605	0.05799831
970	-3738.947	-3722.355	-16.59174	0.1835244	0.1779397	0.3384324	-0.1049166	0.0068143	0.584963	0.0101813	0.00907385	0.38029	0.00867749	0.1664108	0.000225618	0.0220961	0.323693	3.65399	0.293181	0.30505	0.131292	0.270477	0.06149421	2.706122
980	-3736.352	-3719.464	-16.88787	0.1926039	0.2080711	0.3818645	-0.2143872	0.0123661	0.532362	0.0101412	0.00896706	0.429516	0.00664791	0.2156442	0.000694324	0.0385576	0.404392	3.55636	0.283439	0.324602	0.126376	0.265583	0.001256997	171.5551
