Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
733	1	-3738.915	-3722.221	-16.6948	0.1990126	0.1838387	0.3168918	0.0625241	0.0164842	0.501484	0.000964775	0.0077217	0.468423	0.00492267	0.103716	0.000289456	0.0250031	0.340183	3.63452	0.300922	0.294615	0.140492	0.263972	0.1662401	0.6238928
734	0	-3741.287	-3723.132	-18.15512	0.1850457	0.2068301	0.3248599	-0.07304328	0.0106338	0.566154	0.00774316	0.00696083	0.402208	0.00630031	0.2562095	0.000667225	0.0378064	0.401247	3.56028	0.297565	0.281621	0.131346	0.289468	0.1831662	1.398781
735	1	-3736.094	-3719.757	-16.3373	0.2031786	0.1873577	0.335057	0.0313722	0.0165219	0.502631	0.00201211	0.00584039	0.469494	0.00350025	0.08483917	0.000333335	0.0268153	0.349866	3.62299	0.291119	0.288994	0.143411	0.276476	0.1162114	0.7300419
736	0	-3746.988	-3727.898	-19.09034	0.1903271	0.2009629	0.3210401	-0.4827193	0.0119794	0.614475	0.00840404	0.00166266	0.356185	0.00729422	0.5188763	0.000549066	0.0343328	0.386166	3.57895	0.312233	0.293867	0.11932	0.274579	0.036157	14.35065
737	1	-3737.468	-3719.871	-17.59707	0.1996617	0.1959859	0.3588384	0.1303526	0.015215	0.501125	0.00229485	0.0099894	0.468087	0.0032881	0.09548131	0.000461143	0.0314923	0.3731	3.59495	0.294325	0.317605	0.121313	0.266757	0.2258339	0.4227944
738	0	-3733.46	-3718.083	-15.37652	0.2089831	0.1682539	0.3547306	-0.02908647	0.0123228	0.545491	0.00746056	0.00341024	0.429483	0.00183235	0.04209466	0.000144278	0.0176971	0.295955	3.6862	0.311609	0.291609	0.131663	0.26512	0.01300819	3.236013
739	1	-3743.392	-3725.357	-18.03473	0.2091108	0.2004294	0.3106759	0.3398019	0.0140239	0.571361	0.00452999	0.015915	0.381678	0.0124924	0.04756403	0.000539115	0.0340236	0.384778	3.58066	0.279078	0.303627	0.143576	0.27372	0.3873659	0.1227884
740	0	-3736.826	-3718.414	-18.41219	0.2096795	0.1905355	0.3124247	-0.1155414	0.0121621	0.538381	0.00971045	0.00336579	0.423885	0.0124957	0.296752	0.000376951	0.0285	0.358508	3.61261	0.288083	0.319384	0.124119	0.268415	0.1812105	1.637609
741	1	-3744.078	-3729.273	-14.80564	0.205502	0.2432084	0.3213261	-0.008066483	0.0126902	0.569311	0.00315333	0.0158579	0.380309	0.0186782	0.01680868	0.0018102	0.0618309	0.486943	3.44942	0.314754	0.271987	0.136832	0.276427	0.008742195	1.922707
742	0	-3739.636	-3721.62	-18.01582	0.2120657	0.1779208	0.3423907	-0.1958508	0.00665766	0.55457	0.010492	0.00700373	0.404151	0.0171262	0.2960004	0.000225433	0.0220871	0.323639	3.65405	0.299833	0.306387	0.119473	0.274307	0.1001496	2.955583
743	1	-3739.789	-3723.678	-16.11053	0.2353009	0.1671	0.3499073	-0.1378324	0.010838	0.521949	0.0030815	0.018434	0.44209	0.00360835	0.1452644	0.000136321	0.0172052	0.2926	3.69006	0.301972	0.303049	0.119471	0.275508	0.007431961	19.5459
744	0	-3739.532	-3723.344	-16.18709	0.2494655	0.206608	0.2833906	0.1504508	0.00907071	0.447685	0.0089815	0.00961896	0.503725	0.0209187	0.04163561	0.000662454	0.0376725	0.400683	3.56098	0.294681	0.310801	0.130193	0.264324	0.1920864	0.2167546
745	1	-3738.811	-3722.545	-16.26533	0.2715946	0.1946399	0.2728904	0.05967748	0.0108129	0.499996	0.0074809	0.0133644	0.462736	0.00560918	0.09787646	0.00043921	0.0307416	0.369524	3.5993	0.317859	0.287777	0.127483	0.26688	0.1575539	0.6212251
746	0	-3740.767	-3726.233	-14.53419	0.2737087	0.2231824	0.2776785	0.0247207	0.00983288	0.547781	0.0108517	0.0117696	0.408699	0.0110663	0.009504921	0.00108803	0.048128	0.441424	3.50936	0.286569	0.312255	0.117914	0.283262	0.03422562	0.2777137
747	1	-3740.71	-3724.486	-16.22379	0.2811794	0.1834333	0.255366	-0.1805517	0.00877268	0.504371	0.0160525	0.00470704	0.46211	0.00398679	0.2219222	0.000284689	0.024798	0.33906	3.63586	0.307194	0.308173	0.129523	0.25511	0.04137045	5.364267
748	0	-3737.834	-3721.833	-16.00187	0.2667985	0.23219	0.271882	-0.02547213	0.00966382	0.474504	0.0106515	0.00801519	0.496186	0.000978833	0.1263261	0.00138298	0.0541644	0.462393	3.48206	0.306736	0.283757	0.141765	0.267742	0.100854	1.252564
749	1	-3738.097	-3722.791	-15.30687	0.2741719	0.2042843	0.2907363	-0.1201129	0.00789214	0.542266	0.0144412	0.00777889	0.415727	0.0118943	0.1207144	0.000613963	0.0362831	0.394747	3.56836	0.312451	0.285025	0.123802	0.278722	0.0006015494	200.6725
750	0	-3740.696	-3722.736	-17.95964	0.276931	0.2150214	0.2504354	-0.04014028	0.0178727	0.514159	0.00938888	0.00351916	0.452	0.0030608	0.2525464	0.000860402	0.0428658	0.421714	3.53456	0.266872	0.307464	0.139777	0.285888	0.2124061	1.188979
751	1	-3742.489	-3725.511	-16.97735	0.2694073	0.1815969	0.2741625	-0.1825933	0.00629159	0.432293	0.0144765	0.00990374	0.527354	0.00968129	0.2591907	0.00026381	0.0238787	0.333954	3.6419	0.310225	0.299776	0.1328	0.257199	0.07659743	3.383805
752	0	-3740.918	-3724.795	-16.1226	0.2773155	0.1816398	0.240009	-0.03909564	0.0139836	0.472763	0.00863297	0.00408791	0.495917	0.00461559	0.1511428	0.000264284	0.0239	0.334073	3.64176	0.293672	0.302007	0.130991	0.273329	0.1120472	1.348921
753	1	-3739.158	-3722.621	-16.53701	0.2494909	0.2141641	0.288421	-0.1149696	0.0104145	0.506446	0.0151388	0.00787877	0.457027	0.00309472	0.1961199	0.000838574	0.0423255	0.419605	3.53723	0.290175	0.292447	0.145041	0.272338	0.08115025	2.41675
754	0	-3741.313	-3723.65	-17.66349	0.2718577	0.2032506	0.276373	-0.2908498	0.00866527	0.509106	0.00666824	0.00844192	0.46087	0.00624798	0.3472359	0.000593215	0.0356715	0.392088	3.57165	0.296811	0.304024	0.119077	0.280088	0.05638603	6.15819
755	1	-3738.34	-3723.407	-14.93297	0.2473224	0.1933512	0.2942257	0.03938473	0.0098317	0.531813	0.00959951	0.0138659	0.431452	0.00343719	0.01761347	0.000418921	0.03003	0.366083	3.60347	0.288221	0.286026	0.147302	0.278451	0.0569982	0.309018
756	0	-3740.493	-3725.551	-14.94217	0.2566838	0.1927518	0.2376597	0.09155983	0.0165139	0.50046	0.0106853	0.0146154	0.453043	0.00468244	0.02545145	0.000409718	0.0297014	0.364477	3.60541	0.270054	0.30928	0.144405	0.276261	0.1170113	0.2175128
757	1	-3743.499	-3725.767	-17.73221	0.2703119	0.2560141	0.2726112	-0.02436471	0.0102955	0.522471	0.00548691	0.0142673	0.443942	0.0035367	0.2195371	0.00240398	0.0710663	0.513998	3.41253	0.32374	0.281492	0.133563	0.261205	0.1951724	1.124837
758	0	-3740.671	-3726.047	-14.62419	0.3336351	0.2237786	0.2434059	0.08507487	0.0135293	0.569337	0.0117743	0.0126102	0.389165	0.00358383	0.002910869	0.00110611	0.0485204	0.442837	3.50754	0.274653	0.29779	0.13178	0.295777	0.08798574	0.03308342
759	1	-3738.484	-3722.262	-16.22207	0.2603789	0.2191507	0.285223	0.1666761	0.0103205	0.575837	0.00767406	0.014302	0.388321	0.00354531	0.03524387	0.00097103	0.0455022	0.431772	3.52176	0.300937	0.285883	0.128152	0.285027	0.20192	0.1745437
760	0	-3747.483	-3731.58	-15.90303	0.3252275	0.1837253	0.2605712	-0.05707221	0.0124976	0.584579	0.00991086	0.0096486	0.374829	0.00853419	0.1368041	0.000288117	0.0249457	0.339869	3.6349	0.295602	0.321684	0.122723	0.259991	0.0797319	1.715801
761	1	-3741.438	-3726.704	-14.73404	0.2518928	0.1899575	0.2670024	0.06936327	0.00872809	0.473833	0.015215	0.0150116	0.485315	0.00189677	0.005155836	0.000368727	0.0281903	0.356944	3.6145	0.282666	0.317867	0.135747	0.26372	0.07451911	0.06918811
762	0	-3740.529	-3725.145	-15.38333	0.2829479	0.2075802	0.2461199	-0.05380721	0.0188678	0.529645	0.0119109	0.00539708	0.42826	0.00592005	0.1160261	0.000683515	0.0382598	0.40315	3.55791	0.272582	0.321389	0.132483	0.273546	0.06221886	1.864805
763	1	-3735.369	-3719.663	-15.70623	0.2622966	0.2116466	0.3087147	-0.07037325	0.0108213	0.46944	0.00718953	0.0125731	0.496117	0.0038585	0.1095392	0.000776681	0.040753	0.413365	3.54511	0.309065	0.299264	0.130602	0.261069	0.03916596	2.796796
764	0	-3736.333	-3721.98	-14.35291	0.3003201	0.2192725	0.2204867	0.06827135	0.0119595	0.56269	0.01127	0.00371678	0.405216	0.00514764	0.009337375	0.000974434	0.0455809	0.432066	3.52138	0.305869	0.290409	0.123813	0.279909	0.07760872	0.1203135
765	1	-3745.252	-3726.008	-19.24426	0.259604	0.1880776	0.3108213	-0.5593193	0.0115514	0.625353	0.00841836	0.0124979	0.340497	0.00168279	0.5678941	0.000342876	0.027193	0.351832	3.62063	0.296295	0.300854	0.108347	0.294503	0.008574831	66.22802
766	0	-3743.404	-3729.215	-14.18881	0.2993278	0.1735058	0.2390976	-0.0335156	0.00982853	0.629012	0.00943228	0.01269	0.334784	0.00425291	0.04078843	0.000185006	0.0200232	0.311093	3.6687	0.292049	0.315782	0.122444	0.269725	0.007272829	5.60833
767	1	-3738.843	-3722.938	-15.90529	0.2653081	0.2247205	0.2358834	0.2091068	0.0122677	0.522882	0.00752451	0.0134895	0.433382	0.0104542	0.02505935	0.00113507	0.0491426	0.445062	3.50466	0.312377	0.310475	0.118451	0.258698	0.2341662	0.1070153
768	0	-3745.545	-3730.968	-14.57711	0.307553	0.2348239	0.2790427	0.002912797	0.0112684	0.557711	0.00402977	0.0154054	0.406422	0.00516296	0.02166903	0.0014783	0.0559705	0.46837	3.47418	0.300189	0.316374	0.126615	0.256821	0.02458183	0.8815061
769	1	-3737.045	-3721.529	-15.51552	0.2622475	0.2011998	0.2765128	-0.07503708	0.0112557	0.549774	0.00855676	0.00753081	0.419907	0.00297506	0.1175979	0.000553526	0.0344705	0.386782	3.57819	0.30902	0.302979	0.129134	0.258866	0.04256077	2.763058
770	0	-3743.22	-3727.593	-15.62688	0.2991409	0.2564105	0.2441708	-0.09452787	0.0170363	0.523415	0.00459283	0.00411731	0.445878	0.00495989	0.1507533	0.00242408	0.0713569	0.514811	3.41141	0.309316	0.297317	0.123917	0.269451	0.05622546	2.681229
771	1	-3738.657	-3723.624	-15.03381	0.2388788	0.1717014	0.3342801	0.001446172	0.0113597	0.534368	0.00816201	0.00811959	0.435167	0.0028239	0.01797746	0.00017015	0.019208	0.305918	3.6747	0.275257	0.302512	0.141094	0.281137	0.01942363	0.9255458
772	0	-3743.957	-3729.21	-14.7472	0.3245377	0.2119367	0.2778102	0.006426443	0.0184797	0.466831	0.00798244	0.00917543	0.483656	0.0138758	0.03063589	0.000783648	0.0409331	0.414088	3.5442	0.283377	0.304337	0.146061	0.266226	0.03706233	0.8266044
773	1	-3742.568	-3725.395	-17.17239	0.2350827	0.2167553	0.3218874	0.2341254	0.0141786	0.464336	0.00616173	0.0115707	0.500213	0.00354038	0.03650827	0.000905741	0.0439661	0.425959	3.52917	0.28939	0.293741	0.138138	0.278731	0.2706336	0.1348992
774	0	-3743.57	-3728.234	-15.33586	0.3306904	0.2193262	0.2175471	-0.1466768	0.018092	0.530332	0.00673606	0.00944058	0.428649	0.0067509	0.1748001	0.000975938	0.0456155	0.432195	3.52121	0.316677	0.286671	0.1304	0.266253	0.02812329	6.215493
775	1	-3742.111	-3723.256	-18.85538	0.2242955	0.1603776	0.3175291	0.3482241	0.0134341	0.464039	0.00615779	0.0122849	0.500797	0.00328763	0.08678225	9.63756e-05	0.0144811	0.272858	3.71256	0.289472	0.312959	0.145072	0.252497	0.4350064	0.1994965
776	0	-3741.414	-3725.634	-15.77929	0.301018	0.219263	0.2236395	0.1939648	0.0150704	0.537485	0.00266935	0.0118131	0.425355	0.00760646	0.02640027	0.000974167	0.0455747	0.432043	3.52141	0.284829	0.314895	0.13018	0.270096	0.220365	0.1198024
777	1	-3740.6	-3725.193	-15.40738	0.2165562	0.1836694	0.2737576	-0.0938652	0.0121841	0.523006	0.00758502	0.0031737	0.44762	0.00643088	0.1256726	0.000287459	0.0249174	0.339714	3.63508	0.328386	0.280849	0.14021	0.250556	0.03180745	3.951045
778	0	-3743.317	-3728.857	-14.46021	0.3100606	0.2409388	0.2399505	0.07781563	0.0153085	0.560435	0.00732839	0.0124507	0.395458	0.00901928	3.229999e-05	0.00171602	0.0602287	0.481983	3.45607	0.271091	0.285255	0.141913	0.301741	0.07784793	0.0004149114
779	1	-3735.343	-3719.45	-15.8928	0.2344799	0.1821388	0.308286	-0.1618827	0.0121355	0.520919	0.00523161	0.000342693	0.445833	0.0155377	0.1671413	0.00026985	0.0241483	0.335464	3.64012	0.30832	0.304767	0.129962	0.25695	0.005258664	31.78399
780	0	-3738.725	-3724.076	-14.64933	0.3045416	0.2284451	0.240047	0.05454583	0.0131875	0.482784	0.006313	0.00820223	0.478783	0.0107296	0.02171019	0.0012546	0.0516275	0.453774	3.49334	0.297091	0.312675	0.132402	0.257833	0.07625602	0.2847013
781	1	-3737.621	-3721.296	-16.32502	0.221313	0.1792402	0.2686845	-0.2481548	0.0122246	0.524746	0.00527005	0.000772882	0.449109	0.00787746	0.2605805	0.000238696	0.0227226	0.327355	3.64968	0.314643	0.295662	0.133817	0.255877	0.01242568	20.97112
782	0	-3742.063	-3724.577	-17.48621	0.2642169	0.2082372	0.2516708	-0.01601789	0.013423	0.465616	0.0109884	0.00854069	0.493991	0.00744134	0.2195482	0.00069801	0.0386586	0.404812	3.55583	0.291634	0.3257	0.144288	0.238377	0.2035303	1.0787
783	1	-3738.539	-3722.153	-16.38625	0.2419232	0.2264404	0.2777159	0.2085489	0.0148176	0.531574	0.00899145	0.000741	0.44039	0.00348605	0.0301171	0.00118927	0.0502852	0.449103	3.49942	0.275469	0.315486	0.132181	0.276864	0.238666	0.1261893
784	0	-3734.453	-3718.335	-16.11835	0.2642487	0.1958788	0.2790599	0.02745636	0.0121465	0.45268	0.00994336	0.0060653	0.517048	0.00211708	0.1012088	0.000459371	0.0314323	0.372817	3.59529	0.308227	0.288551	0.134733	0.268488	0.1286652	0.7866062
785	1	-3738.853	-3722.731	-16.12205	0.2433726	0.1947796	0.2814386	0.09495771	0.0175254	0.444479	0.0114979	0.00150734	0.520867	0.0041231	0.06988354	0.000441452	0.0308192	0.369896	3.59884	0.306302	0.286014	0.130395	0.277289	0.1648413	0.4239445
786	0	-3740.233	-3725.69	-14.54325	0.2660915	0.2265292	0.2585912	-0.004275362	0.0130312	0.602897	0.0127626	0.00377892	0.363999	0.0035317	0.03613319	0.00119211	0.0503444	0.44931	3.49915	0.30678	0.297972	0.125632	0.269616	0.03185783	1.134201
787	1	-3748.407	-3732.604	-15.8035	0.2536316	0.1992259	0.2635045	0.1279095	0.023634	0.510436	0.00243844	0.00146693	0.447649	0.0143752	0.04164935	0.000517137	0.0333301	0.381635	3.58452	0.26641	0.308522	0.164572	0.260496	0.1695588	0.2456337
788	0	-3744.725	-3730.503	-14.22172	0.2910803	0.1878856	0.2617461	0.001446462	0.0174873	0.563624	0.00981655	0.00289827	0.40157	0.00460398	0.01227023	0.000340313	0.027092	0.351309	3.62126	0.287533	0.305075	0.121806	0.285587	0.01371669	0.8945473
789	1	-3742.654	-3727.55	-15.10396	0.2711193	0.2327037	0.2265705	-0.0819019	0.0167195	0.564807	0.000517586	0.000953363	0.400746	0.0162564	0.1267407	0.00140124	0.0545152	0.463564	3.48052	0.306384	0.283818	0.139533	0.270265	0.04483884	2.826584
790	0	-3740.889	-3722.867	-18.02191	0.2281512	0.1786437	0.3239637	0.003772626	0.0122489	0.565501	0.0121534	0.00364653	0.402907	0.00354273	0.2044527	0.00023263	0.0224342	0.325677	3.65166	0.31858	0.287805	0.142257	0.251358	0.2082253	0.981882
791	1	-3738.511	-3721.174	-17.33773	0.2815882	0.183901	0.2729956	-0.2541791	0.0152427	0.514919	0.00154405	0.00576273	0.451405	0.0111269	0.313705	0.000290195	0.0250347	0.340356	3.63432	0.299785	0.295393	0.134993	0.269829	0.0595259	5.27006
792	0	-3743.243	-3722.552	-20.69047	0.2355705	0.1732275	0.2798236	0.5640447	0.0115702	0.564964	0.0121419	0.00452885	0.402524	0.00427069	0.1068847	0.000182654	0.0198964	0.310297	3.66962	0.321247	0.277183	0.133377	0.268193	0.6709294	0.1593084
793	1	-3737.752	-3722.268	-15.48415	0.2801613	0.1890154	0.2555565	0.1624878	0.0157038	0.500483	0.00476314	0.00252878	0.465058	0.0114634	0.01031727	0.000355601	0.0276885	0.354386	3.61757	0.303287	0.291193	0.126156	0.279364	0.172805	0.05970469
794	0	-3735.038	-3718.85	-16.18789	0.2098692	0.2055171	0.3293031	-0.1132983	0.010671	0.521053	0.00555048	0.0154587	0.444371	0.00289514	0.1499307	0.000639366	0.0370177	0.397903	3.56444	0.298311	0.310103	0.132385	0.259201	0.03663235	4.092849
795	1	-3739.672	-3724.248	-15.42329	0.2752494	0.1981101	0.274733	0.0708163	0.0156089	0.500802	0.00720779	0.00209967	0.465354	0.00892781	0.03942309	0.000497336	0.0326923	0.378707	3.5881	0.299191	0.288052	0.143638	0.269119	0.1102394	0.3576135
796	0	-3742.709	-3723.658	-19.05062	0.2201141	0.215855	0.3222841	0.2855846	0.0127188	0.47698	0.0129192	0.00913488	0.483007	0.00524007	0.1224385	0.000882	0.0433936	0.423759	3.53197	0.303023	0.294716	0.125729	0.276532	0.408023	0.3000773
797	1	-3746.175	-3730.943	-15.23141	0.2874031	0.2743047	0.2495411	0.01868472	0.0175196	0.55446	0.0041475	0.00277172	0.409535	0.0115656	0.0687101	0.00344286	0.084721	0.550019	3.36182	0.316469	0.295314	0.127161	0.261056	0.08739482	0.7862033
798	0	-3737.22	-3721.925	-15.29538	0.2162835	0.1804646	0.310234	-7.529475e-05	0.0131131	0.477125	0.0129232	0.00948108	0.483154	0.00420384	0.05106889	0.000251511	0.0233199	0.33079	3.64564	0.290821	0.304051	0.136881	0.268247	0.05099359	1.001477
799	1	-3739.333	-3724.283	-15.0504	0.3030722	0.2324994	0.2275216	0.1153683	0.0135455	0.520775	0.0154167	0.00337301	0.437085	0.00980572	0.02242539	0.00139396	0.0543756	0.463098	3.48113	0.291228	0.30016	0.14243	0.266181	0.1377937	0.1627461
800	0	-3730.978	-3716.049	-14.92952	0.2251135	0.1725743	0.2968259	0.007563596	0.0117465	0.553354	0.0115764	0.00407638	0.413642	0.00560396	0.03147269	0.00017722	0.0196003	0.308425	3.6718	0.30227	0.301872	0.133785	0.262073	0.03903629	0.8062419
801	1	-3739.187	-3722.047	-17.13934	0.3135314	0.2104448	0.213046	-0.02477955	0.0207834	0.542928	0.00591165	0.00517229	0.41765	0.00755401	0.2139082	0.000748284	0.0400101	0.410364	3.54888	0.280185	0.307458	0.132147	0.28021	0.1891286	1.13102
802	0	-3735.271	-3719.111	-16.16013	0.2450048	0.2267178	0.2960836	-0.1834431	0.0169264	0.490527	0.00587526	0.00387743	0.476042	0.00675234	0.2004646	0.00119817	0.0504703	0.449751	3.49858	0.304685	0.298024	0.122505	0.274786	0.01702151	11.77714
803	1	-3738.417	-3724.137	-14.27997	0.3161814	0.204841	0.239126	0.009487906	0.0138927	0.567626	0.0147989	0.00540758	0.388978	0.00929649	0.02391393	0.000625345	0.0366141	0.396174	3.56659	0.290077	0.314005	0.136769	0.25915	0.03340184	0.7159466
804	0	-3741.774	-3726.083	-15.69099	0.2456172	0.1578005	0.2773843	0.04665698	0.0132569	0.518968	0.00453026	0.0204943	0.436559	0.0061923	0.06805332	8.37193e-05	0.013502	0.265209	3.72121	0.31029	0.304022	0.119217	0.266471	0.1147103	0.5932625
805	1	-3741.005	-3725.555	-15.45021	0.2821003	0.2154937	0.2750197	-0.04222492	0.0109017	0.495031	0.00678138	0.00133008	0.468618	0.0173379	0.098475	0.000872596	0.0431646	0.422874	3.53309	0.296616	0.299435	0.144274	0.259674	0.05625008	1.750664
806	0	-3737.665	-3722.83	-14.83437	0.2423769	0.1771757	0.291531	0.0308664	0.012592	0.569838	0.003541	0.0196578	0.387734	0.0066372	0.01720895	0.000218189	0.021732	0.321534	3.65652	0.287833	0.310508	0.129567	0.272092	0.04807535	0.3579579
807	1	-3738.417	-3722.347	-16.06974	0.2506474	0.2096973	0.2651503	-0.002848557	0.0148626	0.493049	0.00683487	0.00188398	0.472314	0.0110553	0.1221007	0.000730988	0.0395505	0.40849	3.55123	0.302689	0.313393	0.141652	0.242265	0.1192522	1.023887
808	0	-3740.226	-3723.639	-16.58749	0.2434991	0.2365554	0.2473478	-0.2506218	0.013105	0.550926	0.00703443	0.0204586	0.40353	0.00494668	0.2883717	0.00154327	0.0571672	0.472262	3.46903	0.307432	0.294146	0.130797	0.267625	0.03774984	7.639018
809	1	-3739.114	-3723.326	-15.78794	0.2197996	0.2184675	0.3009049	0.0257901	0.0145675	0.580133	0.00830473	0.00270117	0.384015	0.0102791	0.07342963	0.000952092	0.0450623	0.43012	3.52387	0.277007	0.307112	0.122434	0.293447	0.09921973	0.7400709
810	0	-3743.671	-3728.756	-14.91568	0.2070543	0.2094202	0.3057702	0.01255413	0.0111726	0.595978	0.00633225	0.00881118	0.373253	0.00445289	0.02293997	0.000724648	0.0393807	0.407793	3.5521	0.284954	0.280573	0.136843	0.297629	0.0354941	0.6463037
811	1	-3736.991	-3721.864	-15.1275	0.2348363	0.1837549	0.2888005	-0.07442476	0.0139376	0.592446	0.00835392	0.00910976	0.365656	0.0104972	0.09079585	0.000288466	0.0249607	0.339951	3.6348	0.299051	0.306368	0.128086	0.266494	0.01637109	5.546109
812	0	-3741.002	-3725.218	-15.78442	0.218192	0.2172542	0.3628648	0.009495731	0.0087952	0.513526	0.0121311	0.00757921	0.455889	0.00208007	0.04195349	0.000919083	0.0442845	0.427174	3.52762	0.278244	0.297924	0.131506	0.292326	0.05144922	0.8154349
813	1	-3737.706	-3721.181	-16.52473	0.2385513	0.1787962	0.2624216	-0.03453777	0.0206261	0.543708	0.00939971	0.00926898	0.412382	0.00461443	0.1685204	0.000234169	0.0225078	0.326106	3.65115	0.301383	0.289015	0.137109	0.272493	0.1339826	1.257778
814	0	-3736.49	-3720.442	-16.04742	0.2199184	0.1917875	0.3119945	0.09858057	0.0117146	0.494498	0.0116802	0.00858795	0.471073	0.00244616	0.0467787	0.000395218	0.0291761	0.361886	3.60854	0.294038	0.293788	0.132374	0.2798	0.1453593	0.3218143
815	1	-3739.003	-3724.214	-14.78934	0.2499724	0.1937567	0.2738683	0.0423847	0.0146528	0.568431	0.0102691	0.0101881	0.389907	0.0065527	0.01950499	0.000425231	0.0302531	0.367168	3.60215	0.295464	0.30287	0.134629	0.267037	0.06188969	0.3151573
816	0	-3734.951	-3717.834	-17.11716	0.2266668	0.1714612	0.3096632	-0.1259398	0.0101396	0.505838	0.0109788	0.00807226	0.461877	0.00309392	0.2244945	0.000168242	0.0191007	0.305226	3.6755	0.303933	0.307367	0.131829	0.25687	0.09855474	2.277866
817	1	-3745.91	-3724.29	-21.61932	0.2357156	0.2137969	0.3088109	0.2046556	0.0139174	0.584305	0.0115301	0.00376971	0.383108	0.0033693	0.3147194	0.000829343	0.0420948	0.418699	3.53838	0.312451	0.288747	0.129799	0.269002	0.519375	0.605958
818	0	-3737.626	-3719.411	-18.21431	0.2177203	0.2038604	0.2874149	0.4442182	0.00830535	0.563084	0.00845681	0.01579	0.401674	0.00269064	0.02108555	0.000605394	0.0360318	0.393658	3.5697	0.303398	0.294483	0.132041	0.270077	0.4653038	0.04531567
819	1	-3736.632	-3722.4	-14.23201	0.277522	0.1949159	0.2570995	-0.006492003	0.0164446	0.542321	0.00649592	0.00366178	0.429179	0.00189827	0.01934694	0.000443645	0.0308949	0.370259	3.5984	0.279574	0.299349	0.139035	0.282042	0.01285494	1.50502
820	0	-3737.281	-3722.421	-14.85974	0.21627	0.1931448	0.2854941	-0.04715283	0.0124917	0.585909	0.005927	0.00873731	0.384708	0.00222686	0.06217126	0.000415736	0.0299167	0.365531	3.60414	0.27913	0.316086	0.124506	0.280278	0.01501844	4.139663
821	1	-3744.402	-3725.214	-19.18856	0.2964296	0.1845691	0.2280456	0.4494376	0.0182168	0.472631	0.00907467	0.0081646	0.483081	0.0088319	0.09106335	0.000298194	0.0253745	0.342203	3.63212	0.296436	0.30009	0.135327	0.268147	0.5405009	0.1684796
822	0	-3740.585	-3723.209	-17.37562	0.1983634	0.1947559	0.347017	-0.3044602	0.0103567	0.502556	0.00568917	0.00436463	0.468351	0.00868208	0.3099927	0.00044107	0.030806	0.369833	3.59892	0.334243	0.282795	0.133689	0.249273	0.005532462	56.03159
823	1	-3745.409	-3730.068	-15.34138	0.2902733	0.2235542	0.2589224	-0.1053134	0.00709673	0.533554	0.00690895	0.00762745	0.423564	0.021249	0.1321501	0.00109928	0.0483726	0.442305	3.50822	0.275772	0.302779	0.146397	0.275053	0.02683671	4.924228
824	0	-3738.827	-3720.72	-18.10721	0.1741037	0.1634391	0.3681651	0.2106858	0.0128326	0.539109	0.00227407	0.00352604	0.429826	0.0124332	0.08749486	0.000113264	0.0156916	0.281889	3.70231	0.28929	0.289246	0.132818	0.288646	0.2981806	0.293429
825	1	-3737.416	-3721.097	-16.31866	0.2660161	0.1915099	0.2411195	0.2540362	0.0107838	0.560245	0.00904544	0.00800901	0.39482	0.0170966	0.02349079	0.000391114	0.0290256	0.361138	3.60944	0.29505	0.299792	0.132818	0.27234	0.277527	0.08464326
826	0	-3739.989	-3723.175	-16.81444	0.1834187	0.1867798	0.34592	-0.2365125	0.0137527	0.555659	0.00211897	0.0130064	0.40051	0.0149531	0.2452012	0.000325817	0.0265138	0.348284	3.62488	0.288037	0.303528	0.116795	0.29164	0.008688705	28.22068
827	1	-3737.66	-3722.285	-15.37552	0.2748099	0.2049218	0.291107	-0.0710932	0.00943527	0.519138	0.0136115	0.0114504	0.443273	0.00309225	0.1003977	0.000627009	0.0366623	0.396381	3.56633	0.295244	0.304276	0.140062	0.260417	0.02930451	3.426015
828	0	-3746.378	-3723.171	-23.20701	0.1902733	0.1596717	0.3447463	-0.6945327	0.0156763	0.552798	0.00496321	0.00901951	0.398448	0.0190952	0.8588427	9.2772e-05	0.0142093	0.270767	3.71493	0.294782	0.311334	0.132151	0.261732	0.1643101	5.226963
829	1	-3737.513	-3719.423	-18.08938	0.2498552	0.1685147	0.2917808	0.06182364	0.0150765	0.520186	0.013639	0.00524754	0.444168	0.00168344	0.1921633	0.000146124	0.0178092	0.296712	3.68533	0.283611	0.3196	0.131064	0.265725	0.2539869	0.7565873
830	0	-3748.191	-3732.562	-15.62922	0.1818595	0.1952212	0.3553003	-0.03098941	0.0144563	0.449485	0.00455912	0.00948473	0.492746	0.0292695	0.05992098	0.000448589	0.0310649	0.371071	3.59742	0.314924	0.292799	0.119315	0.272961	0.02893157	2.071128
831	1	-3735.986	-3721.223	-14.76288	0.2339644	0.1993903	0.2774794	0.04055808	0.0107801	0.516777	0.0135496	0.00233658	0.45021	0.00634684	0.01697526	0.000520101	0.0334245	0.382065	3.58399	0.28496	0.311054	0.133566	0.27042	0.05753334	0.2950508
