Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3581	1	-3746.846	-3729.623	-17.2226	0.283607	0.2321219	0.2544133	-0.1549719	0.0236447	0.472649	0.00480052	0.010557	0.484011	0.0043382	0.2671329	0.00138057	0.0541179	0.462237	3.48226	0.291227	0.328187	0.127272	0.253314	0.1121609	2.381692
3582	0	-3736.133	-3721.1	-15.03264	0.276852	0.1788547	0.2520246	-0.0891308	0.0158705	0.519935	0.00269112	0.00822451	0.437626	0.0156528	0.1109112	0.000234762	0.022536	0.326271	3.65096	0.290103	0.301549	0.141652	0.266696	0.0217804	5.092248
3583	1	-3744.748	-3730.379	-14.36957	0.2906217	0.223516	0.2522753	0.05135889	0.0125195	0.432844	0.00931939	0.0139413	0.522954	0.00842188	0.00173216	0.00109812	0.0483475	0.442215	3.50834	0.313765	0.284117	0.145102	0.257016	0.05309105	0.03262622
3584	0	-3741.07	-3725.141	-15.92925	0.2446038	0.2220394	0.2515323	-0.2171192	0.0151359	0.541439	0.00328355	0.00784381	0.417369	0.0149282	0.2307642	0.00105394	0.0473786	0.438704	3.51286	0.314106	0.276849	0.132658	0.276387	0.013645	16.912
3585	1	-3746.626	-3729.726	-16.9001	0.2989152	0.1668102	0.2557879	-0.2090911	0.0096718	0.428502	0.00956529	0.0138015	0.530122	0.00833741	0.2742358	0.000134377	0.0170828	0.291756	3.69103	0.319788	0.281039	0.140421	0.258752	0.06514471	4.20964
3586	0	-3738.157	-3723.627	-14.52978	0.2608408	0.2024517	0.2682398	0.0441888	0.0179495	0.545779	0.00344628	0.00459346	0.420715	0.00751599	0.006033788	0.000577524	0.0352018	0.390026	3.57419	0.279787	0.298052	0.130313	0.291849	0.05022258	0.1201409
3587	1	-3753.884	-3739.266	-14.61781	0.3390942	0.2133498	0.2244983	-0.04400878	0.00906353	0.453675	0.0120887	0.0161407	0.496782	0.0122501	0.07818073	0.000818195	0.0418145	0.417593	3.53977	0.305752	0.271701	0.16778	0.254767	0.03417195	2.287863
3588	0	-3739.126	-3724.08	-15.04672	0.2322662	0.2249802	0.3154143	-0.04642042	0.00719441	0.528244	0.00563809	0.00559491	0.448476	0.00485244	0.05503139	0.00114315	0.0493146	0.445674	3.50387	0.308474	0.295733	0.138678	0.257115	0.008610974	6.390844
3589	1	-3751.668	-3733.168	-18.50065	0.2761961	0.172422	0.2322017	-0.2528611	0.00954713	0.516295	0.00743492	0.0140165	0.428785	0.0239213	0.3983439	0.000175971	0.0195315	0.307988	3.6723	0.306757	0.292682	0.133244	0.267317	0.1454828	2.738083
3590	0	-3736.097	-3720.516	-15.58127	0.2367569	0.1872355	0.3279163	0.07713229	0.00909812	0.526339	0.00568389	0.00718505	0.446859	0.00483494	0.01845299	0.000331735	0.0267514	0.349532	3.62338	0.316577	0.283814	0.141943	0.257666	0.09558528	0.1930526
3591	1	-3735.249	-3720.418	-14.83065	0.2653627	0.2114319	0.2535198	-0.04396716	0.00973762	0.526597	0.00758327	0.0097572	0.437341	0.00898447	0.07585027	0.000771555	0.0406199	0.41283	3.54578	0.288108	0.300838	0.142148	0.268907	0.03188311	2.379011
3592	0	-3743.658	-3726.331	-17.32725	0.2370356	0.190066	0.2900924	0.04304209	0.00898248	0.519649	0.00964531	0.0157706	0.441179	0.00477349	0.1588323	0.00037026	0.0282483	0.357237	3.61414	0.304013	0.305815	0.12219	0.267983	0.2018743	0.7867877
3593	1	-3737.458	-3722.318	-15.13994	0.2425669	0.1874621	0.2689374	-0.003645673	0.0109716	0.567161	0.0042957	0.00273863	0.409648	0.00518455	0.0661035	0.000334707	0.0268699	0.350152	3.62264	0.298785	0.300409	0.122811	0.277995	0.06245783	1.05837
3594	0	-3739.785	-3723.11	-16.67547	0.2308384	0.1914453	0.3108062	0.1672131	0.0157563	0.519725	0.00748909	0.0110131	0.441243	0.00477418	0.04923778	0.000390163	0.0289906	0.360964	3.60965	0.327408	0.272245	0.133283	0.267063	0.2164509	0.2274778
3595	1	-3737.594	-3721.31	-16.28412	0.2611091	0.2222014	0.2857877	0.04681764	0.0109135	0.564155	0.0111837	0.00469525	0.407477	0.00157591	0.0983849	0.00105873	0.0474845	0.43909	3.51237	0.288601	0.316338	0.116306	0.278754	0.1452025	0.6775701
3596	0	-3740.507	-3725.908	-14.59961	0.236681	0.1732902	0.2787769	-0.04953688	0.0179977	0.502414	0.0134659	0.00569005	0.456909	0.00352366	0.05116812	0.000183181	0.0199249	0.310476	3.66942	0.324046	0.275717	0.136325	0.263911	0.001631237	31.36768
3597	1	-3735.377	-3721.163	-14.21381	0.26899	0.2536842	0.2494949	0.01179526	0.0110667	0.572782	0.0110266	0.00702076	0.394029	0.0040743	0.01347499	0.00228793	0.0693632	0.509191	3.41916	0.294884	0.293141	0.135118	0.276857	0.02527026	0.5332353
3598	0	-3740.937	-3725.887	-15.05056	0.2347048	0.1812666	0.2959576	0.0236306	0.0178228	0.497532	0.013335	0.0153525	0.452468	0.00348941	0.03129534	0.000260177	0.0237151	0.333032	3.64299	0.314642	0.267782	0.136917	0.280659	0.05492594	0.5697734
3599	1	-3738.225	-3721.64	-16.5847	0.230048	0.182385	0.3307777	0.2164743	0.013946	0.522754	0.0123767	0.00731366	0.440914	0.00269638	0.006757734	0.000272628	0.0242713	0.336149	3.63931	0.285467	0.323636	0.12844	0.262457	0.2232321	0.03027223
3600	0	-3739.153	-3722.921	-16.23194	0.2379125	0.2174276	0.3158772	0.1891851	0.015625	0.477457	0.012797	0.00675835	0.484486	0.00287608	0.008807214	0.000923753	0.0443954	0.427596	3.52708	0.285459	0.290561	0.131002	0.292978	0.1979923	0.0444826
3601	1	-3739.658	-3723.559	-16.09885	0.2407029	0.20476	0.2495707	-0.2609131	0.0139505	0.522922	0.00866712	0.0073384	0.441056	0.00606666	0.2667662	0.000623681	0.0365659	0.395967	3.56684	0.299487	0.287641	0.126032	0.28684	0.005853099	45.57691
3602	0	-3737.256	-3721.046	-16.21006	0.2276187	0.203241	0.2932448	0.04040338	0.010288	0.540538	0.0167143	0.0029945	0.429192	0.000273436	0.09539185	0.000593025	0.0356659	0.392064	3.57168	0.307573	0.284495	0.146435	0.261497	0.1357952	0.7024684
3603	1	-3737.285	-3719.719	-17.56638	0.2339506	0.2093532	0.3123611	-0.009979901	0.0138098	0.453235	0.00935352	0.00791957	0.510831	0.00485163	0.1857512	0.00072312	0.0393396	0.407625	3.55231	0.301256	0.293318	0.135231	0.270195	0.1757713	1.056778
3604	0	-3739.383	-3720.933	-18.45016	0.2347891	0.2041469	0.328088	-0.4418492	0.0060021	0.551849	0.0175574	0.00342278	0.419852	0.0013174	0.4501879	0.000611176	0.0362016	0.394394	3.56879	0.310315	0.290837	0.136602	0.262246	0.008338721	53.98765
3605	1	-3742.849	-3727.419	-15.42967	0.2998545	0.1727108	0.2177969	0.1583735	0.0138288	0.453858	0.00522542	0.0136286	0.511533	0.0019266	0.02772241	0.000178345	0.019662	0.308816	3.67134	0.303601	0.295995	0.151446	0.248959	0.1860959	0.1489683
3606	0	-3738.008	-3722.925	-15.08297	0.226026	0.2250293	0.298704	-0.008022411	0.0075323	0.547367	0.0194707	0.00788194	0.416442	0.0013067	0.04762391	0.00114468	0.0493471	0.44579	3.50372	0.296029	0.301716	0.144686	0.257569	0.0396015	1.202578
3607	1	-3742.388	-3726.449	-15.93875	0.2688026	0.2040495	0.2458787	-0.05318802	0.00973216	0.508055	0.00904481	0.00857817	0.463677	0.000912693	0.1503993	0.000609207	0.0361439	0.394144	3.5691	0.276729	0.293945	0.149011	0.280315	0.0972113	1.547138
3608	0	-3740.753	-3725.027	-15.72629	0.2008382	0.1998811	0.3058445	0.04610961	0.00355931	0.532154	0.0151463	0.00767998	0.44109	0.0003712	0.05764995	0.000529021	0.0337069	0.383348	3.58242	0.301413	0.30817	0.119224	0.271194	0.1037596	0.555611
3609	1	-3741.4	-3726.501	-14.89982	0.282205	0.1920942	0.2638127	-0.04210955	0.0146818	0.440944	0.00989787	0.00687354	0.526784	0.000819022	0.07153998	0.000399789	0.0293427	0.362711	3.60755	0.325909	0.274918	0.152965	0.246209	0.02943043	2.430816
3610	0	-3741.285	-3724.703	-16.58135	0.2233362	0.1946928	0.3189985	-0.142689	0.00558517	0.52735	0.0139949	0.0150509	0.437108	0.000911803	0.1960709	0.000440057	0.0307709	0.369665	3.59912	0.311209	0.294158	0.121618	0.273015	0.05338194	3.672982
3611	1	-3740.843	-3723.497	-17.34562	0.2913387	0.2482101	0.2458437	-0.2383072	0.0181062	0.526385	0.00991467	0.00761789	0.436949	0.00102643	0.3208812	0.00202938	0.0654004	0.497696	3.43487	0.304126	0.286629	0.138187	0.271058	0.08257405	3.885981
3612	0	-3740.276	-3723.39	-16.88594	0.2001877	0.1976955	0.3232813	-0.2350283	0.0106743	0.52289	0.0138766	0.0179241	0.433411	0.00122433	0.2616541	0.000490119	0.0324567	0.377617	3.58944	0.282351	0.291685	0.139755	0.286209	0.02662572	9.827119
3613	1	-3741.157	-3725.616	-15.54102	0.2981066	0.2278264	0.2802495	0.1361103	0.0191218	0.509003	0.00563425	0.011112	0.454801	0.000327695	0.01129291	0.00123419	0.0512121	0.452337	3.49522	0.304002	0.278089	0.140115	0.277794	0.1474032	0.07661241
3614	0	-3741.003	-3726.14	-14.86228	0.2302484	0.1888312	0.2823779	-0.005485565	0.00845516	0.492719	0.00368114	0.0234495	0.470044	0.00165104	0.04288952	0.000353075	0.0275908	0.353885	3.61817	0.322728	0.300965	0.141952	0.234355	0.03740396	1.146657
3615	1	-3736.026	-3721.406	-14.62015	0.2949731	0.2068165	0.2513973	0.07008891	0.0135771	0.523993	0.00552241	0.0108914	0.445774	0.000242559	0.007353872	0.000666931	0.0377982	0.401213	3.56032	0.306345	0.290863	0.124895	0.277897	0.07744278	0.09495878
3616	0	-3736.935	-3721.623	-15.31254	0.2606762	0.1841489	0.2911844	0.0001411098	0.00868518	0.506123	0.0107918	0.011897	0.461147	0.00135635	0.06079181	0.000293144	0.0251605	0.341041	3.63351	0.289472	0.313125	0.12819	0.269213	0.06093292	0.9976842
3617	1	-3742.679	-3726.95	-15.72902	0.3068447	0.2079021	0.224246	-0.01300518	0.0158418	0.569985	0.0130382	0.00874343	0.391628	0.000763528	0.1255252	0.000690589	0.038455	0.403965	3.55689	0.290971	0.31117	0.134585	0.263274	0.11252	1.115581
3618	0	-3736.411	-3721.045	-15.36607	0.3101631	0.2170442	0.2515323	0.009551472	0.0142735	0.539995	0.0136799	0.00950157	0.421465	0.0010847	0.08025098	0.000913452	0.0441505	0.426663	3.52827	0.279416	0.324105	0.126376	0.270103	0.08980245	0.8936391
3619	1	-3738.826	-3723.387	-15.43827	0.3076359	0.1842342	0.2119348	0.136078	0.0186224	0.541564	0.00738569	0.0150142	0.416472	0.000942125	0.04296919	0.000294165	0.0252039	0.341277	3.63322	0.294181	0.292743	0.147487	0.265589	0.1790472	0.239988
3620	0	-3740.719	-3724.808	-15.9109	0.2885616	0.2113799	0.2532234	-0.0688742	0.0156149	0.49475	0.0125337	0.0107501	0.465215	0.00113663	0.1480402	0.000770316	0.0405877	0.4127	3.54594	0.312717	0.296619	0.13207	0.258594	0.07916599	1.869997
3621	1	-3739.847	-3724.245	-15.60236	0.3081676	0.2181249	0.2266384	0.005537474	0.0107605	0.55776	0.00426096	0.0148503	0.411925	0.000443678	0.109317	0.000942692	0.0448422	0.42929	3.52493	0.283599	0.31274	0.124165	0.279496	0.1148545	0.951787
3622	0	-3744.23	-3729.165	-15.06511	0.2663679	0.2399469	0.2838497	0.04354446	0.0170078	0.495283	0.0125472	0.00860635	0.465717	0.000839033	0.02756899	0.00167588	0.0595321	0.4798	3.45899	0.303913	0.26101	0.13612	0.298957	0.07111345	0.3876761
3623	1	-3741.195	-3724.072	-17.12272	0.3010665	0.2450724	0.2545069	0.2150396	0.0131214	0.559518	0.00611257	0.00398272	0.416619	0.000646984	0.07370459	0.00189	0.0631551	0.490978	3.44398	0.275775	0.309715	0.140221	0.274289	0.2887442	0.2552591
3624	0	-3740.872	-3724.538	-16.33373	0.2362321	0.2018212	0.2751334	-0.05214312	0.0258819	0.502722	0.00569989	0.00564963	0.457491	0.00255567	0.1610065	0.000565349	0.0348327	0.388394	3.57621	0.303057	0.298033	0.135912	0.262998	0.1088634	1.478978
3625	1	-3738.015	-3722.076	-15.93863	0.2944212	0.2084783	0.2528847	0.05986825	0.0196958	0.540239	0.00555269	0.00540414	0.428475	0.000633549	0.08692567	0.000703382	0.0388053	0.405421	3.55507	0.300947	0.321683	0.118827	0.258543	0.1467939	0.5921612
3626	0	-3737.369	-3721.653	-15.71601	0.2644598	0.1835568	0.2496723	-0.1128586	0.0203084	0.514487	0.0035403	0.00620543	0.447841	0.00761756	0.1643742	0.000286135	0.0248604	0.339402	3.63545	0.302288	0.298317	0.119632	0.279764	0.05151566	3.190763
3627	1	-3742.589	-3726.185	-16.40348	0.2776889	0.2052465	0.2574707	-0.1196059	0.0148046	0.5326	0.00561633	0.0130008	0.433386	0.000591875	0.2007696	0.000633728	0.036856	0.397211	3.5653	0.297185	0.304756	0.137489	0.26057	0.08116367	2.473639
3628	0	-3742.55	-3726.766	-15.78411	0.2626728	0.230299	0.2984063	-0.03597237	0.0219231	0.552519	0.00187747	0.0060836	0.407354	0.0102426	0.1014112	0.00131711	0.0528787	0.458058	3.48775	0.282405	0.300596	0.146737	0.270261	0.06543881	1.54971
3629	1	-3739.523	-3724.082	-15.44148	0.2813841	0.2166739	0.2529222	0.1748325	0.0116596	0.50468	0.0104436	0.00453248	0.466657	0.00202671	0.004386833	0.000903578	0.0439143	0.42576	3.52942	0.282561	0.284282	0.141309	0.291848	0.1792193	0.02447745
3630	0	-3740.931	-3726.369	-14.56199	0.2643648	0.2605651	0.2696177	-0.04039057	0.0103171	0.597313	0.00578992	0.00657681	0.371613	0.00839028	0.04876408	0.00264115	0.0744189	0.523243	3.3997	0.294874	0.287631	0.143214	0.274281	0.008373509	5.823614
3631	1	-3742.881	-3727.052	-15.82944	0.2901601	0.2123571	0.2518075	-0.1246103	0.0180845	0.418154	0.00777446	0.002666	0.544999	0.0083228	0.1736534	0.000793819	0.0411946	0.415133	3.54288	0.318347	0.276245	0.147839	0.257569	0.04904308	3.540834
3632	0	-3734.026	-3718.964	-15.0628	0.2676349	0.2033276	0.2771211	-0.09557531	0.0152363	0.543235	0.00844053	0.0042161	0.418099	0.0107737	0.1022183	0.000594745	0.035717	0.392287	3.5714	0.296478	0.307008	0.122504	0.27401	0.006642956	15.38747
3633	1	-3736.863	-3722.104	-14.75855	0.2920702	0.182571	0.2673366	0.04535425	0.0183292	0.496998	0.00665852	0.00179912	0.46677	0.00944487	0.01862739	0.000274739	0.0243644	0.336666	3.63869	0.289142	0.31366	0.131141	0.266056	0.06398164	0.2911365
3634	0	-3739.479	-3724.202	-15.27712	0.2706025	0.2341873	0.2845107	0.07490363	0.0164321	0.514396	0.00910297	0.00492945	0.450912	0.00422719	0.02451777	0.00145488	0.0555323	0.466932	3.47608	0.301324	0.287947	0.127302	0.283426	0.0994214	0.2466046
3635	1	-3736.069	-3720.568	-15.50125	0.2723813	0.2226914	0.2616496	-0.1731301	0.0136345	0.495585	0.00894709	0.00697315	0.465443	0.00941801	0.1767894	0.0010733	0.0478056	0.440257	3.51086	0.279178	0.296228	0.141484	0.28311	0.003659354	48.31165
3636	0	-3740.97	-3724.916	-16.05341	0.2620932	0.2078057	0.2569121	0.1404188	0.0116169	0.588347	0.00642588	0.0044584	0.383497	0.00565538	0.05364563	0.000688466	0.0383965	0.403721	3.55719	0.296381	0.321065	0.131904	0.25065	0.1940645	0.276432
3637	1	-3741.255	-3723.089	-18.16602	0.2508402	0.1779769	0.2780861	-0.1809059	0.0156567	0.512058	0.0117302	0.00354704	0.449965	0.00704247	0.3237423	0.000225985	0.0221139	0.323798	3.65386	0.29455	0.323035	0.121846	0.260569	0.1428363	2.266526
3638	0	-3741.93	-3724.169	-17.76099	0.2520637	0.1802946	0.2653099	-0.149125	0.021087	0.580019	0.00720886	0.00324396	0.378068	0.0103726	0.2973625	0.000249703	0.0232366	0.330314	3.6462	0.294852	0.300761	0.133326	0.271062	0.1482374	2.005988
3639	1	-3740.758	-3723.827	-16.93108	0.3306345	0.2149583	0.2070896	-0.02050277	0.0140035	0.516133	0.00955403	0.0101378	0.448154	0.0020174	0.2045721	0.000858783	0.042826	0.421559	3.53476	0.281985	0.318406	0.138336	0.261273	0.1840693	1.111386
3640	0	-3740.009	-3724.486	-15.52277	0.2590769	0.1784497	0.2823217	-0.05251221	0.020488	0.563543	0.00250138	0.00495535	0.406205	0.00230738	0.1053008	0.000230682	0.0223408	0.325131	3.6523	0.297256	0.293864	0.127919	0.28096	0.0527886	1.994764
3641	1	-3744.204	-3728.606	-15.5981	0.3260786	0.2087677	0.2885405	-0.09992308	0.00773326	0.504498	0.0118322	0.015276	0.459657	0.00100368	0.1249308	0.000709869	0.0389818	0.406151	3.55416	0.310418	0.306159	0.129435	0.253987	0.0250077	4.995693
3642	0	-3744.62	-3728.277	-16.34271	0.2567233	0.2134642	0.2524888	-0.002926674	0.0204489	0.562467	0.00529878	0.00548573	0.405429	0.000871569	0.1418252	0.000821037	0.0418861	0.417876	3.53942	0.293374	0.293203	0.134958	0.278465	0.1388985	1.021071
3643	1	-3734.736	-3719.842	-14.8943	0.2642451	0.1867499	0.290036	0.003752192	0.00964133	0.534892	0.0111419	0.00943201	0.432839	0.00205468	0.0336576	0.000325431	0.0264982	0.348202	3.62497	0.299511	0.304104	0.135171	0.261215	0.03740979	0.8997003
3644	0	-3737.678	-3719.643	-18.03444	0.2759898	0.2418105	0.2411776	-0.378803	0.0135289	0.539123	0.0122998	0.00536068	0.428431	0.00125595	0.4367601	0.00175181	0.0608427	0.483894	3.45351	0.285707	0.294317	0.136785	0.28319	0.05795706	7.535924
3645	1	-3741.114	-3721.698	-19.41626	0.257822	0.2328586	0.284597	-0.1197411	0.00987993	0.548129	0.0105859	0.00410033	0.422755	0.00454998	0.3643705	0.00140678	0.0546212	0.463917	3.48006	0.285645	0.320793	0.123851	0.269711	0.2446294	1.489479
3646	0	-3739.58	-3721.908	-17.67185	0.2630629	0.1979768	0.306894	0.3328401	0.00788707	0.545816	0.0114331	0.0062605	0.421637	0.00696652	0.02372743	0.000495008	0.0326165	0.378357	3.58853	0.276176	0.318557	0.13254	0.272726	0.3565675	0.06654399
3647	1	-3737.214	-3722.918	-14.29632	0.269381	0.2034329	0.2793384	-0.01259465	0.0136001	0.555005	0.00731108	0.00955267	0.41072	0.0038111	0.01297226	0.000596837	0.0357791	0.392558	3.57107	0.288561	0.316612	0.117363	0.277464	0.0003776131	34.35331
3648	0	-3742.674	-3724.968	-17.70627	0.2704356	0.1833138	0.2876169	-0.07836428	0.0113309	0.521545	0.0109247	0.00448004	0.446759	0.00496015	0.2462577	0.000283294	0.0247377	0.338729	3.63625	0.312767	0.310902	0.128343	0.247988	0.1678935	1.46675
3649	1	-3743.485	-3727.521	-15.9644	0.286247	0.2534714	0.2113675	0.2711924	0.021283	0.485531	0.00439072	0.0076925	0.469308	0.0117953	0.007003594	0.00227751	0.0692081	0.508749	3.41977	0.280433	0.294275	0.141709	0.283584	0.2781959	0.02517504
3650	0	-3739.77	-3723.926	-15.84424	0.2726368	0.196289	0.2559462	0.1828427	0.00620974	0.52447	0.010986	0.00662709	0.449264	0.00244377	0.02020175	0.000466189	0.0316624	0.373903	3.59397	0.289384	0.278468	0.144403	0.287745	0.2030444	0.09949422
3651	1	-3743.2	-3727.088	-16.11151	0.2920054	0.1768686	0.2298647	0.1826805	0.0119238	0.501329	0.00798179	0.0013337	0.46585	0.0115811	0.05117193	0.000215254	0.0215864	0.320665	3.65753	0.301303	0.289314	0.139128	0.270254	0.2338524	0.2188215
3652	0	-3737.23	-3722.378	-14.85231	0.248384	0.2320936	0.2703302	-0.05513161	0.015345	0.534871	0.0102813	0.0138981	0.420446	0.00515811	0.07323607	0.00137957	0.0540986	0.462173	3.48235	0.308746	0.284264	0.139581	0.267409	0.01810446	4.045196
3653	1	-3737.839	-3723.369	-14.46998	0.2926733	0.2189866	0.244001	-0.02002945	0.0121409	0.56388	0.00771482	0.00270598	0.399807	0.0137511	0.04737639	0.000966459	0.0453964	0.431375	3.52226	0.296211	0.287665	0.140646	0.275478	0.02734694	1.73242
3654	0	-3740.387	-3725.568	-14.81865	0.2685835	0.1892937	0.2872728	0.02211035	0.015124	0.551202	0.00607867	0.0130725	0.395469	0.0190548	0.02246377	0.000359444	0.0278363	0.355143	3.61666	0.284744	0.308093	0.146838	0.260325	0.04457413	0.5039644
3655	1	-3739.133	-3723.799	-15.3347	0.2971323	0.1935234	0.2717513	-0.1240132	0.0167057	0.564252	0.00531398	0.00229009	0.400071	0.0113676	0.1342466	0.000421592	0.0301247	0.366544	3.60291	0.292523	0.316553	0.128847	0.262077	0.01023339	13.11849
3656	0	-3744.97	-3723.73	-21.2402	0.2438744	0.2032306	0.2939483	0.07886039	0.0138363	0.497294	0.00841103	0.0146774	0.460329	0.00545202	0.354579	0.00059282	0.0356598	0.392037	3.57171	0.301832	0.301386	0.137628	0.259155	0.4334394	0.818059
3657	1	-3742.295	-3724.868	-17.42684	0.3254151	0.2072508	0.2448797	-0.07820751	0.0160465	0.588292	0.00333599	0.00458919	0.384285	0.0034514	0.2373461	0.000676327	0.0380604	0.402315	3.55895	0.292702	0.310084	0.119384	0.27783	0.1591386	1.491443
3658	0	-3743.681	-3729.729	-13.95164	0.2663894	0.1720732	0.2384695	-0.00598113	0.012575	0.496644	0.0201395	0.0172516	0.445322	0.00806842	0.0137045	0.000173135	0.0193746	0.306986	3.67347	0.291293	0.299236	0.129024	0.280446	0.00772337	1.77442
3659	1	-3741.411	-3727.009	-14.40152	0.3188588	0.1943655	0.2524766	0.05185038	0.0168689	0.431856	0.00533736	0.00843828	0.52723	0.0102695	0.002376689	0.000434832	0.0305895	0.368793	3.60018	0.307589	0.298206	0.133296	0.260909	0.05422707	0.04382846
3660	0	-3741.428	-3725.044	-16.38339	0.2732205	0.2169148	0.2857026	0.02107584	0.00688817	0.583804	0.0096477	0.0202793	0.365237	0.0141434	0.1165161	0.000909994	0.0440679	0.426348	3.52867	0.311924	0.289837	0.131556	0.266683	0.1375919	0.8468235
3661	1	-3742.305	-3726.13	-16.17538	0.2971837	0.2162212	0.2850057	0.22583	0.020063	0.495078	0.00282869	0.0063773	0.463108	0.0125451	0.0004248413	0.000891606	0.0436262	0.424655	3.53083	0.28525	0.299413	0.125204	0.290133	0.2262549	0.001877711
3662	0	-3745.904	-3729.525	-16.37933	0.2513987	0.2156342	0.2464546	0.01694997	0.0110369	0.576404	0.0095254	0.0300398	0.360607	0.0123868	0.1421134	0.000876244	0.0432536	0.423218	3.53265	0.278677	0.314146	0.129928	0.277248	0.1590633	0.8934389
3663	1	-3745.841	-3727.059	-18.78205	0.306513	0.2219807	0.2605903	-0.2271426	0.00820119	0.49607	0.0128005	0.00639008	0.464036	0.0125024	0.3858792	0.00105221	0.0473402	0.438564	3.51304	0.322273	0.310882	0.129104	0.237741	0.1587366	2.430941
3664	0	-3738.682	-3722.382	-16.29945	0.2680392	0.2232405	0.2704748	-0.01581919	0.0121594	0.588428	0.00561313	0.00986937	0.36813	0.0158006	0.1388031	0.00108978	0.0481662	0.441561	3.50918	0.284365	0.290338	0.131783	0.293513	0.122984	1.128628
3665	1	-3740.807	-3723.475	-17.33248	0.3034442	0.2161641	0.2413902	-0.002577561	0.00705347	0.556154	0.0174451	0.00716405	0.409703	0.00248006	0.1990704	0.000890103	0.0435899	0.424515	3.531	0.286445	0.303618	0.130336	0.279601	0.1964929	1.013118
3666	0	-3740.674	-3726.419	-14.25503	0.2618271	0.1845774	0.2604436	-0.01170256	0.0180124	0.492776	0.00535979	0.00542187	0.45874	0.0196898	0.02150886	0.000298294	0.0253788	0.342225	3.6321	0.309949	0.320112	0.118266	0.251674	0.009806301	2.193371
3667	1	-3748.732	-3730.257	-18.47533	0.3085095	0.2228856	0.2178206	-0.1389256	0.0143736	0.476697	0.0159417	0.0140396	0.472397	0.00655078	0.3401539	0.00107911	0.047933	0.440719	3.51027	0.308896	0.294121	0.143657	0.253326	0.2012283	1.690388
3668	0	-3741.522	-3722.25	-19.27254	0.2588682	0.1948924	0.2552678	0.262159	0.0150326	0.46362	0.00776096	0.0040395	0.490327	0.0192194	0.1791264	0.000443267	0.0308818	0.370196	3.59848	0.301204	0.285543	0.144597	0.268656	0.4412854	0.4059195
3669	1	-3740.683	-3725.785	-14.89841	0.2599913	0.221343	0.24772	0.0832734	0.00982616	0.535744	0.00938023	0.0145864	0.425087	0.00537602	0.0185837	0.00103353	0.0469239	0.437041	3.515	0.293837	0.306771	0.141457	0.257935	0.1018571	0.1824487
3670	0	-3735.915	-3720.759	-15.15538	0.2496354	0.1992419	0.280437	0.09046612	0.0153385	0.473056	0.00791892	0.00301343	0.481063	0.0196106	0.01250241	0.000517424	0.0333393	0.381676	3.58447	0.295395	0.301134	0.131411	0.27206	0.1029685	0.1214197
3671	1	-3740.031	-3724.161	-15.87036	0.2920145	0.1869018	0.2683678	-0.05964375	0.00941012	0.557433	0.00922512	0.00380989	0.418058	0.00206404	0.1356323	0.000327394	0.0265773	0.348618	3.62448	0.312262	0.305912	0.129837	0.251989	0.07598853	1.784905
3672	0	-3734.412	-3719.277	-15.13487	0.2326502	0.1738221	0.3234874	0.04110276	0.0113108	0.497512	0.00776393	0.00480376	0.471648	0.00696126	0.01124978	0.000187706	0.0201678	0.311997	3.66765	0.298828	0.307598	0.137792	0.255781	0.05235254	0.2148851
3673	1	-3742.866	-3727.445	-15.42106	0.2666538	0.2105337	0.239443	0.1046813	0.0147878	0.555544	0.00919385	0.00192081	0.416641	0.00191301	0.04388846	0.000750358	0.0400648	0.410586	3.5486	0.286953	0.29432	0.148247	0.27048	0.1485697	0.2954065
3674	0	-3739.616	-3725.135	-14.48109	0.2334385	0.2156772	0.2715331	0.03900151	0.0123247	0.496224	0.00319	0.0108914	0.470426	0.00694323	0.003237401	0.000877364	0.0432808	0.423323	3.53252	0.295405	0.315689	0.12351	0.265395	0.04223891	0.07664498
3675	1	-3740.887	-3725.542	-15.34561	0.2683123	0.2203983	0.2390777	-0.05362915	0.0146777	0.5517	0.00913025	0.00881267	0.413758	0.00192071	0.1205067	0.00100627	0.0463094	0.434776	3.51791	0.26702	0.32719	0.123083	0.282706	0.06687754	1.801901
3676	0	-3741.307	-3724.09	-17.2166	0.2586823	0.2198344	0.2907755	0.3404659	0.013283	0.445574	0.00630841	0.0151296	0.507005	0.0126997	0.006918178	0.000990238	0.045944	0.43342	3.51965	0.31559	0.28821	0.137005	0.259194	0.347384	0.01991507
3677	1	-3738.116	-3722.894	-15.22176	0.2856601	0.1803644	0.2794174	-0.1231511	0.0105467	0.551392	0.00995695	0.00723776	0.414387	0.0064794	0.1234846	0.000250444	0.0232708	0.330509	3.64597	0.281928	0.312967	0.130296	0.27481	0.0003335055	370.2626
3678	0	-3735.592	-3718.944	-16.64803	0.2573946	0.2072887	0.2983283	0.1787375	0.0131093	0.47418	0.00638673	0.00525015	0.500377	0.000696665	0.04740086	0.000677152	0.0380834	0.402411	3.55883	0.312366	0.298109	0.136832	0.252693	0.2261384	0.20961
