Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5270	-3743.798	-3726.886	-16.91195	0.2462647	0.1949768	0.2485543	-0.3108669	0.0126984	0.547156	0.00251268	0.0153998	0.407293	0.0149403	0.3392244	0.000444628	0.0309288	0.370421	3.59821	0.322854	0.291283	0.11348	0.272383	0.02835744	11.96245
5280	-3740.469	-3723.921	-16.54726	0.2447123	0.2065789	0.3179386	0.0748329	0.0130475	0.557306	0.0067982	0.00234154	0.414849	0.00565845	0.07981898	0.000661831	0.037655	0.400609	3.56107	0.304201	0.297356	0.122258	0.276185	0.1546519	0.5161203
5290	-3735.787	-3720.518	-15.26895	0.2669033	0.1926309	0.2482079	-0.05713919	0.0101749	0.55576	0.0100251	0.00457334	0.413698	0.0057696	0.1098829	0.00040788	0.0296354	0.364153	3.6058	0.297715	0.310698	0.125653	0.265934	0.05274376	2.083335
5300	-3736.547	-3720.584	-15.96354	0.2540318	0.1970244	0.2976576	0.1182741	0.0106268	0.558595	0.00910048	0.00246087	0.415808	0.00340874	0.03616306	0.000478595	0.0320767	0.375847	3.5916	0.288764	0.30391	0.127324	0.280002	0.1544372	0.2341603
5310	-3739.995	-3721.805	-18.19015	0.2588828	0.2088677	0.296892	0.4469076	0.0104515	0.549382	0.00613865	0.00846428	0.423441	0.00212324	0.00396159	0.000712121	0.0390428	0.406403	3.55384	0.289739	0.312852	0.125789	0.271619	0.4508692	0.008786562
5320	-3735.989	-3721.681	-14.30778	0.2671599	0.219813	0.2644391	-0.03002891	0.0125506	0.61284	0.00684772	0.00828342	0.357234	0.0022447	0.03166502	0.000989633	0.0459302	0.433369	3.51971	0.285923	0.297079	0.11852	0.298477	0.00163611	19.35385
5330	-3732.48	-3717.682	-14.79827	0.2444386	0.1943477	0.306579	-0.02478698	0.0132129	0.542713	0.00530461	0.00587384	0.429117	0.00377789	0.03351817	0.000434549	0.0305796	0.368745	3.60024	0.292653	0.295393	0.126875	0.285078	0.008731189	3.838901
5340	-3736.527	-3720.856	-15.67054	0.241031	0.1608759	0.2679361	-0.05075319	0.0141765	0.591905	0.00769177	0.00417131	0.374202	0.00785377	0.1220963	9.89837e-05	0.0146747	0.274332	3.71089	0.288747	0.314928	0.11772	0.278605	0.07134307	1.711396
5350	-3741.894	-3723.352	-18.54201	0.259037	0.2047034	0.2857635	0.1622543	0.0143588	0.477974	0.00710207	0.00224404	0.482627	0.0156944	0.1745334	0.000622519	0.0365322	0.395822	3.56702	0.313715	0.273166	0.140936	0.272183	0.3367877	0.5182298
5360	-3739.111	-3722.528	-16.58248	0.2671641	0.2271482	0.302527	-0.008416715	0.0153798	0.4811	0.00524228	0.00172897	0.485784	0.0107652	0.1337571	0.00121207	0.0507579	0.450757	3.49727	0.283682	0.317904	0.135504	0.26291	0.1253404	1.067151
5370	-3739.386	-3721.739	-17.64683	0.2480183	0.2120627	0.2932485	-0.3394517	0.0146675	0.458819	0.0049995	0.00053785	0.495372	0.0256046	0.370449	0.000786687	0.0410114	0.414401	3.5438	0.310094	0.298405	0.140179	0.251323	0.03099729	11.95101
5380	-3747.3	-3725.505	-21.79538	0.2271229	0.1610858	0.3298347	0.4735204	0.0121046	0.489874	0.00121718	0.00102797	0.476973	0.0188031	0.1864464	0.000100098	0.0147566	0.274952	3.71019	0.297616	0.309693	0.123597	0.269095	0.6599668	0.2825087
5390	-3746.989	-3728.047	-18.94174	0.225305	0.2196483	0.2981017	-0.5478997	0.0202799	0.441287	0.00221011	0.00154167	0.515849	0.0188319	0.5505687	0.000984984	0.0458236	0.432972	3.52022	0.276385	0.310317	0.15232	0.260978	0.002669003	206.2826
5400	-3732.481	-3717.055	-15.42628	0.233522	0.1949358	0.3290377	-0.009673073	0.0158462	0.509927	0.00461325	0.00507412	0.455053	0.00948627	0.05066873	0.000443967	0.030906	0.370312	3.59834	0.291981	0.305882	0.13032	0.271817	0.04099565	1.235954
5410	-3737.937	-3721.61	-16.32687	0.2290183	0.1714032	0.298537	0.1122453	0.00800626	0.55523	0.010528	0.00577815	0.410495	0.009962	0.06274474	0.000167783	0.0190748	0.30506	3.6757	0.274905	0.3228	0.132844	0.26945	0.17499	0.3585618
5420	-3739.034	-3724.328	-14.70609	0.2539367	0.1892407	0.2464054	0.02507271	0.00877309	0.507076	0.0179399	0.00633157	0.449812	0.0100672	0.03930955	0.000358708	0.0278081	0.354999	3.61683	0.323053	0.290478	0.12388	0.262589	0.06438227	0.6105649
5430	-3748.674	-3732.235	-16.43904	0.2638345	0.2154267	0.2975286	0.127658	0.00851408	0.603516	0.0178063	0.00703872	0.354505	0.00861963	0.06251177	0.000870858	0.0431221	0.422709	3.5333	0.283297	0.325131	0.120472	0.2711	0.1901697	0.3287157
5440	-3741.652	-3726.326	-15.32591	0.2760561	0.2480275	0.2398357	-0.07245517	0.016048	0.5257	0.00728931	0.0051599	0.441211	0.00459162	0.1251978	0.0020211	0.0652692	0.497307	3.4354	0.313605	0.291853	0.133989	0.260553	0.05274263	2.37375
5450	-3743.084	-3725.081	-18.00309	0.2272393	0.2170546	0.2717694	-0.2684964	0.0128317	0.525982	0.0120116	0.00422783	0.437509	0.00743784	0.3694033	0.00091373	0.0441571	0.426688	3.52824	0.293896	0.294717	0.142727	0.26866	0.100907	3.660831
5460	-3740.546	-3724.322	-16.22417	0.2302452	0.1848556	0.2749704	-0.09093562	0.00804505	0.526787	0.0100563	0.0112379	0.438179	0.00569484	0.1734983	0.000301674	0.0255209	0.342993	3.63118	0.327186	0.279636	0.140704	0.252474	0.08256272	2.101413
5470	-3735.958	-3720.784	-15.1745	0.2450941	0.1778649	0.2717967	0.1187292	0.0092654	0.52664	0.0107292	0.00529546	0.438056	0.0100134	0.006738446	0.000224883	0.0220604	0.323482	3.65423	0.30321	0.295028	0.136596	0.265166	0.1254677	0.05370663
5480	-3737.286	-3723.259	-14.02707	0.2452269	0.1889681	0.257746	0.002611357	0.00848035	0.485204	0.0128988	0.00608455	0.4762	0.0111324	0.002260508	0.000354951	0.0276634	0.354258	3.61772	0.327836	0.279787	0.133336	0.259042	0.004871865	0.4639923
5490	-3741.121	-3725.892	-15.22955	0.237393	0.1871525	0.2825918	0.0008913475	0.0109392	0.490196	0.00887247	0.00796968	0.481099	0.000924155	0.06227042	0.000330652	0.0267081	0.349305	3.62366	0.31719	0.305731	0.13263	0.244449	0.06316177	0.9858879
5500	-3741.384	-3724.937	-16.44749	0.2432517	0.1832842	0.306191	0.1464398	0.0113749	0.446437	0.013989	0.0072744	0.519808	0.00111702	0.04727724	0.00028295	0.0247228	0.338647	3.63635	0.309634	0.281962	0.149683	0.258721	0.1937171	0.244053
5510	-3737.22	-3719.689	-17.53161	0.2289593	0.1865032	0.2956299	0.0226737	0.0149762	0.469481	0.016108	0.00751278	0.491409	0.000512454	0.1796414	0.000322263	0.02637	0.347526	3.62578	0.286978	0.304708	0.134891	0.273423	0.2023151	0.8879288
5520	-3734.592	-3719.505	-15.08711	0.2271685	0.1684388	0.2956837	0.02019134	0.0164392	0.515342	0.00719974	0.00638444	0.454228	0.000406451	0.0360866	0.000145586	0.0177765	0.296492	3.68559	0.299306	0.291689	0.133833	0.275172	0.05627793	0.6412211
5530	-3747.568	-3731.003	-16.56491	0.2139728	0.1898721	0.2787867	0.1646548	0.0159134	0.556482	0.00269685	0.0029947	0.42129	0.000623286	0.06399055	0.000367522	0.0281446	0.356712	3.61478	0.283536	0.345486	0.129096	0.241882	0.2286453	0.2798682
5540	-3734.858	-3719.528	-15.32976	0.2463761	0.2019309	0.2760898	-0.09342583	0.0122602	0.551924	0.00270682	0.00990835	0.422847	0.000352754	0.1190844	0.000567454	0.0348968	0.388679	3.57586	0.291165	0.299662	0.129498	0.279675	0.02565862	4.64111
5550	-3739.077	-3720.824	-18.25351	0.2483999	0.1935152	0.3096686	-0.3556836	0.0232274	0.549652	0.00317293	0.00666677	0.41684	0.000440894	0.404963	0.000421464	0.0301201	0.366522	3.60294	0.287189	0.305913	0.130326	0.276573	0.0492794	8.217695
5560	-3746.211	-3729.739	-16.47245	0.263913	0.2200803	0.2320849	0.003260334	0.0171488	0.485311	0.0159065	0.00789589	0.471126	0.0026125	0.1610406	0.000997208	0.0461032	0.434012	3.51889	0.287798	0.310266	0.116882	0.285054	0.1643009	0.9801563
5570	-3738.758	-3723.28	-15.47825	0.2708911	0.1904073	0.2539729	-0.1591187	0.016816	0.501806	0.00679521	0.00774269	0.461984	0.00485601	0.1706919	0.000375116	0.0284312	0.358162	3.61303	0.294899	0.290762	0.152263	0.262076	0.01157321	14.74888
5580	-3742.46	-3725.282	-17.17838	0.2884602	0.2237661	0.2796197	-0.003728496	0.0148785	0.502395	0.00939205	0.0059454	0.462527	0.00486172	0.1736476	0.00110573	0.0485122	0.442807	3.50757	0.306396	0.290163	0.128387	0.275055	0.1699191	1.021943
5590	-3741.303	-3726.315	-14.98769	0.2800724	0.1975186	0.2437579	0.0662889	0.00815487	0.57529	0.0093666	0.00588875	0.392538	0.0087611	0.0336522	0.000487061	0.0323563	0.377151	3.59001	0.313596	0.29549	0.12267	0.268243	0.0999411	0.3367203
5600	-3743.541	-3725.346	-18.1951	0.3131633	0.2139135	0.2248672	0.4581847	0.0103043	0.573754	0.0154819	0.00585739	0.39149	0.00311311	0.02942502	0.000832267	0.042168	0.418986	3.53801	0.304502	0.297239	0.120099	0.278161	0.4876097	0.06034544
5610	-3740.54	-3722.87	-17.66977	0.2865797	0.2267225	0.2641151	-0.1481011	0.0101803	0.573978	0.0145553	0.00585968	0.391643	0.00378373	0.283461	0.00119832	0.0504734	0.449762	3.49857	0.283199	0.31006	0.13456	0.272181	0.1353599	2.094128
5620	-3739.916	-3725.037	-14.87916	0.2579065	0.1740995	0.2674975	0.03096086	0.00496608	0.577665	0.0113154	0.0052965	0.394159	0.00659801	0.03322946	0.0001901	0.0202951	0.31279	3.66672	0.285117	0.317302	0.121501	0.276081	0.06419032	0.5176709
5630	-3741.727	-3727.082	-14.64517	0.2615752	0.1651841	0.2664911	-0.01236939	0.00897329	0.568826	0.0119938	0.00712831	0.388127	0.0149513	0.04123804	0.00012385	0.0164042	0.287007	3.69647	0.274846	0.311883	0.126411	0.28686	0.02886865	1.428472
5640	-3742.343	-3725.911	-16.43104	0.2724006	0.1906035	0.2450626	-0.03137946	0.00862823	0.546952	0.0115326	0.00858889	0.411118	0.0131799	0.1651876	0.000377927	0.0285366	0.358692	3.61239	0.30367	0.291606	0.144744	0.25998	0.1338081	1.234511
5650	-3742.356	-3727.209	-15.14738	0.2562605	0.18627	0.2444254	-0.09391996	0.0102126	0.551264	0.0105111	0.00816942	0.409946	0.00989627	0.124693	0.000319288	0.0262491	0.346886	3.62655	0.29759	0.295886	0.131352	0.275172	0.03077302	4.052023
5660	-3737.751	-3721.668	-16.08284	0.2822519	0.2227396	0.2609895	0.09115333	0.0133884	0.496348	0.00924198	0.00632973	0.465165	0.00952701	0.07805001	0.00107474	0.0478372	0.440372	3.51072	0.303528	0.299285	0.134864	0.262323	0.1692033	0.4612794
5670	-3737.504	-3721.719	-15.78509	0.2657159	0.2040216	0.2875091	0.141335	0.0189969	0.473825	0.00461681	0.00861209	0.487284	0.0066651	0.01978302	0.000608642	0.0361273	0.394072	3.56919	0.301154	0.285674	0.1377	0.275472	0.161118	0.1227859
5680	-3739.583	-3723.466	-16.11672	0.2788802	0.2152208	0.2142892	0.1959178	0.0183419	0.490771	0.00866749	0.00529883	0.470485	0.00643533	0.0549872	0.000865535	0.0429918	0.422204	3.53394	0.297752	0.288659	0.137984	0.275605	0.250905	0.2191555
5690	-3748.585	-3730.034	-18.55134	0.2730453	0.2500577	0.250724	0.5361367	0.0184107	0.492612	0.0087	0.00446637	0.47225	0.00356078	0.006257823	0.00211445	0.0667316	0.501607	3.42955	0.293744	0.26348	0.139917	0.302858	0.5423945	0.0115374
5700	-3737.899	-3721.221	-16.67845	0.2712536	0.2082724	0.2484929	-0.3205254	0.0146362	0.492395	0.00869617	0.00481871	0.478621	0.000833368	0.3215512	0.000698793	0.03868	0.404901	3.55572	0.302214	0.29502	0.137824	0.264941	0.001025767	313.4739
5710	-3740.064	-3724.032	-16.03225	0.2837246	0.2220462	0.2543529	-0.2092095	0.0124049	0.527819	0.00750317	0.00859205	0.441178	0.00250315	0.2244271	0.00105414	0.047383	0.43872	3.51284	0.308633	0.295524	0.144003	0.25184	0.01521756	14.74791
5720	-3736.642	-3722.512	-14.1296	0.2918042	0.2229763	0.2472996	-0.02026732	0.00946256	0.557314	0.0157197	0.0110496	0.402334	0.00411949	0.02586406	0.00108183	0.0479926	0.440934	3.50999	0.287046	0.31108	0.124328	0.277545	0.005596748	4.621267
5730	-3739.744	-3723.124	-16.61972	0.2921561	0.2309847	0.2708357	-0.1966986	0.0115849	0.506195	0.00803905	0.0100361	0.459703	0.00444182	0.2439269	0.00134075	0.0533438	0.459634	3.48568	0.286078	0.315201	0.128748	0.269972	0.04722829	5.164847
5740	-3734.523	-3720.297	-14.22638	0.2770317	0.2075292	0.2378477	-0.0004850636	0.0115214	0.503419	0.00991147	0.0135484	0.457182	0.00441746	0.02753578	0.000682398	0.0382289	0.403021	3.55807	0.297437	0.302054	0.136714	0.263796	0.02705072	1.017932
5750	-3744.206	-3725.471	-18.73456	0.291422	0.2077967	0.2128688	-0.5106688	0.0161493	0.515013	0.0101397	0.00822861	0.44595	0.0045192	0.561192	0.000688267	0.038391	0.403698	3.55722	0.310659	0.311894	0.13073	0.246717	0.05052325	11.1076
5760	-3743.468	-3726.869	-16.59893	0.3574391	0.1934378	0.2020251	-0.08461417	0.0139324	0.516319	0.0101654	0.00370326	0.44726	0.00862027	0.2234821	0.000420263	0.0300776	0.366315	3.60319	0.293544	0.308084	0.125374	0.272998	0.138868	1.609314
5770	-3742.507	-3726.29	-16.21688	0.2955848	0.2067297	0.2510557	-0.05122127	0.0164012	0.573761	0.0090116	0.00324957	0.392465	0.00511096	0.1604949	0.000665065	0.0377459	0.400992	3.5606	0.282404	0.302342	0.134909	0.280345	0.1092737	1.468743
5780	-3744.472	-3729.292	-15.18034	0.3230016	0.2013444	0.23124	0.1445786	0.0156155	0.546273	0.00781088	0.00925966	0.411964	0.00907778	0.01276968	0.000556261	0.0345546	0.387158	3.57773	0.271668	0.325171	0.123495	0.279666	0.1573483	0.0811555
5790	-3742.602	-3726.972	-15.62999	0.2908469	0.2133876	0.2892999	0.03460331	0.00768022	0.554405	0.00373258	0.00737295	0.412488	0.0143213	0.06126848	0.000819133	0.0418381	0.417687	3.53966	0.304156	0.310189	0.123763	0.261892	0.09587179	0.6390668
5800	-3742.446	-3728.177	-14.26936	0.3004587	0.1801993	0.2263409	0.04852669	0.00819096	0.548413	0.00542402	0.009538	0.40803	0.0204037	0.01188838	0.000248693	0.0231899	0.330047	3.64651	0.292186	0.310059	0.133809	0.263945	0.06041507	0.1967784
5810	-3740.479	-3725.312	-15.16744	0.2490939	0.2247466	0.3002461	0.02978526	0.0118902	0.614082	0.00851405	0.00658189	0.339433	0.019498	0.03345097	0.00113588	0.0491598	0.445124	3.50458	0.288431	0.297964	0.117996	0.295609	0.06323623	0.5289843
5820	-3740.098	-3724.363	-15.7356	0.241621	0.182775	0.3145779	0.1171872	0.00779792	0.550203	0.00446511	0.00551154	0.415499	0.0165241	0.01364802	0.00027707	0.0244666	0.337233	3.63802	0.279447	0.303295	0.128224	0.289034	0.1308352	0.1043146
5830	-3742.526	-3726.952	-15.57376	0.2476458	0.1835577	0.2735988	-0.1024465	0.0123715	0.494785	0.005961	0.00556658	0.46648	0.0148354	0.1379561	0.000286145	0.0248609	0.339405	3.63545	0.279344	0.294164	0.146938	0.279553	0.03550965	3.885031
5840	-3737.324	-3722.68	-14.64424	0.2392926	0.2033695	0.3078112	-0.001954594	0.0152644	0.490163	0.00653686	0.00551457	0.462123	0.0203988	0.01182979	0.000595577	0.0357417	0.392395	3.57127	0.271101	0.315735	0.132719	0.280445	0.009875195	1.19793
5850	-3740.779	-3719.114	-21.66539	0.2506987	0.2000369	0.2791264	-0.6166245	0.0161731	0.50841	0.00671351	0.00297464	0.458989	0.00673911	0.7486942	0.000531876	0.0337968	0.383754	3.58192	0.290748	0.321999	0.123541	0.263712	0.1320697	5.668932
5860	-3738.461	-3722.389	-16.07257	0.2500712	0.1885035	0.2654218	0.1464674	0.0154665	0.521528	0.00703038	0.00508274	0.441715	0.00917684	0.04993158	0.000348613	0.0274175	0.352993	3.61924	0.304524	0.325202	0.129471	0.240803	0.196399	0.2542354
5870	-3739.159	-3722.889	-16.26976	0.2488168	0.2268268	0.2966067	0.003370635	0.014892	0.502159	0.0103538	0.00434609	0.455683	0.0125659	0.112951	0.00120168	0.0505431	0.450006	3.49825	0.280322	0.305366	0.127825	0.286487	0.1163217	0.9710232
5880	-3741.697	-3725.08	-16.61722	0.2674566	0.2545127	0.2730234	0.08078801	0.0150615	0.454312	0.00716098	0.00736429	0.509173	0.00692794	0.1079128	0.00232878	0.0699677	0.510906	3.4168	0.270494	0.319968	0.143284	0.266254	0.1887008	0.5718725
5890	-3742.612	-3725.634	-16.97779	0.2737281	0.1947532	0.2361186	-0.1017686	0.0150665	0.454462	0.00635106	0.00576924	0.509341	0.00901076	0.2399869	0.000441027	0.0308045	0.369826	3.59893	0.311961	0.271562	0.133336	0.283142	0.1382184	1.736288
5900	-3739.97	-3722.996	-16.97354	0.2706114	0.234815	0.2495319	-0.2250574	0.0136334	0.453683	0.011005	0.00533517	0.508468	0.00787585	0.2949857	0.00147797	0.0559644	0.46835	3.47421	0.300767	0.306789	0.143911	0.248532	0.06992833	4.2184
5910	-3736.634	-3720.691	-15.94293	0.2566542	0.1963482	0.3017888	-0.09214667	0.0122908	0.509286	0.00976491	0.010086	0.451169	0.0074025	0.1386244	0.000467179	0.0316957	0.37406	3.59378	0.3121	0.286602	0.138782	0.262516	0.04647773	2.982598
5920	-3737.204	-3720.917	-16.28732	0.2311947	0.1740773	0.297062	0.1052728	0.00864462	0.48279	0.00879342	0.0114731	0.483905	0.00439406	0.06572639	0.000189907	0.0202848	0.312727	3.6668	0.312431	0.289047	0.145071	0.25345	0.1709992	0.3843666
5930	-3737.13	-3720.739	-16.39058	0.2081741	0.1808635	0.3644871	0.09253464	0.00896094	0.617513	0.00862896	0.00298827	0.358487	0.00342155	0.04117436	0.000255795	0.0235161	0.331906	3.64432	0.279295	0.30429	0.125964	0.290451	0.133709	0.3079401
5940	-3742.052	-3722.866	-19.18622	0.1951719	0.1807464	0.4293836	0.2925408	0.00998635	0.491631	0.00838588	0.00177309	0.485325	0.00289831	0.07479687	0.000254532	0.0234584	0.331578	3.64471	0.308607	0.322769	0.12291	0.245714	0.3673377	0.2036188
5950	-3736.719	-3720.335	-16.3843	0.1927635	0.1849476	0.3175708	-0.03458946	0.0124426	0.57592	0.0142091	0.00473172	0.391347	0.00134906	0.1307355	0.000302797	0.025568	0.343247	3.63088	0.282623	0.314697	0.129301	0.273379	0.09614607	1.359759
5960	-3742.849	-3723.2	-19.64892	0.1798307	0.1818715	0.4367535	-0.09617075	0.00542887	0.546263	0.0162075	0.00256031	0.428923	0.000617299	0.2905639	0.000266858	0.0240152	0.334719	3.641	0.30694	0.290981	0.139462	0.262617	0.1943931	1.494723
5970	-3738.004	-3720.662	-17.34193	0.1953275	0.1765826	0.3990378	0.01698105	0.0100424	0.520328	0.0168104	0.00769068	0.444878	0.000251242	0.1165022	0.000212547	0.0214512	0.319854	3.65848	0.301069	0.30162	0.132923	0.264387	0.1334832	0.8727852
5980	-3742.418	-3724.323	-18.09449	0.2406277	0.1700995	0.2980585	-0.1959339	0.0096096	0.457185	0.0091586	0.00580094	0.517092	0.00115321	0.3157146	0.000157728	0.0184982	0.3013	3.68004	0.291179	0.31065	0.137173	0.260998	0.1197807	2.635771
5990	-3736.91	-3722.134	-14.77628	0.2355452	0.1708318	0.2918863	-0.02244769	0.006381	0.507783	0.0158285	0.0130837	0.455152	0.00177194	0.04033116	0.000163319	0.0188211	0.303414	3.6776	0.286704	0.316951	0.133973	0.262372	0.01788347	2.25522
6000	-3733.747	-3719.22	-14.52725	0.2676984	0.1829295	0.2598879	0.06379873	0.0125899	0.508571	0.010728	0.00892769	0.455859	0.00332402	0.000947799	0.000278844	0.0245442	0.337662	3.63751	0.310535	0.289048	0.129833	0.270583	0.06474653	0.01463861
6010	-3737.231	-3721.357	-15.87442	0.2505599	0.2302494	0.307663	0.158053	0.0137281	0.518285	0.0163231	0.00790268	0.44174	0.00202079	0.00561508	0.00131541	0.0528451	0.457944	3.4879	0.283677	0.303163	0.137174	0.275986	0.163668	0.03430774
6020	-3735.151	-3720.247	-14.90448	0.257547	0.1974888	0.2963893	0.04330385	0.0124289	0.516959	0.0151474	0.0113117	0.44061	0.003543	0.01165433	0.000486549	0.0323395	0.377072	3.5901	0.28171	0.307595	0.137915	0.27278	0.05495818	0.2120582
6030	-3738.872	-3722.585	-16.28701	0.2503887	0.1990913	0.257072	0.2687841	0.0125286	0.463455	0.00710656	0.0106949	0.501606	0.0046083	0.007719285	0.00051472	0.0332529	0.381282	3.58495	0.317962	0.292934	0.133763	0.255341	0.2765034	0.02791751
6040	-3736.155	-3719.96	-16.19421	0.195196	0.1783876	0.3268207	-0.1085243	0.0128459	0.537188	0.0142935	0.00388216	0.428062	0.00372816	0.1497212	0.000230061	0.022311	0.324956	3.6525	0.277822	0.314902	0.13605	0.271225	0.04119691	3.634282
6050	-3737.853	-3720.207	-17.64524	0.2097578	0.2101017	0.3095688	0.006086837	0.00882438	0.541105	0.0143977	0.00355742	0.431184	0.000931478	0.1903716	0.000740308	0.0397988	0.409504	3.54996	0.30244	0.314274	0.122472	0.260814	0.1964584	0.9690172
6060	-3741.937	-3725.122	-16.81435	0.2088686	0.1927736	0.4352791	-0.1072142	0.00472292	0.467143	0.0124297	0.00307117	0.512399	0.000235103	0.1205387	0.00041005	0.0297134	0.364536	3.60534	0.286475	0.312816	0.136975	0.263734	0.01332447	9.046416
6070	-3734.525	-3719.551	-14.9738	0.2098665	0.1911143	0.3287198	-0.01347158	0.0113049	0.524699	0.0139612	0.00344957	0.446377	0.000208116	0.02572725	0.000385319	0.0288117	0.360072	3.61073	0.299732	0.301883	0.127966	0.270419	0.01225566	2.099213
6080	-3740.853	-3723.752	-17.10134	0.1696824	0.1780901	0.3520999	0.2266385	0.0152993	0.520084	0.00750784	0.00378186	0.45225	0.00107696	0.02985943	0.000227103	0.0221681	0.324117	3.65349	0.32619	0.300941	0.133324	0.239545	0.256498	0.116412
6090	-3734.633	-3717.774	-16.85949	0.151378	0.149682	0.458681	0.06195564	0.0107843	0.522025	0.00920502	0.00535576	0.450637	0.00199264	0.02758011	5.2049e-05	0.0106583	0.240867	3.74842	0.30438	0.299376	0.139613	0.256631	0.08953575	0.3080346
6100	-3737.799	-3720.249	-17.55011	0.1519053	0.1741659	0.4339945	-0.02955442	0.00897985	0.589057	0.00849615	0.00604348	0.384904	0.00251983	0.1334812	0.000190675	0.0203255	0.312979	3.6665	0.276325	0.308431	0.127974	0.28727	0.1039268	1.284377
6110	-3734.48	-3718.139	-16.34071	0.1524178	0.1514929	0.4200353	0.02516979	0.0108086	0.559306	0.00379639	0.00731513	0.413686	0.00508817	0.03691846	5.81268e-05	0.0112606	0.246325	3.74236	0.292381	0.317672	0.127076	0.262871	0.06208825	0.5946127
6120	-3735.763	-3719.319	-16.44376	0.1822643	0.1889299	0.3458405	-0.09536743	0.0107327	0.555381	0.0107861	0.00731361	0.410783	0.00500353	0.1479844	0.000354428	0.0276432	0.354154	3.61785	0.289577	0.303036	0.117713	0.289673	0.05261701	2.812483
6130	-3738.256	-3720.344	-17.91126	0.1911152	0.2097325	0.3751345	0.2274691	0.0138501	0.567977	0.0100782	0.00220363	0.404482	0.00140914	0.05854542	0.000731794	0.0395721	0.408578	3.55112	0.291583	0.300238	0.130358	0.277821	0.2860146	0.2046938
6140	-3735.4	-3719.842	-15.55773	0.2528063	0.2011461	0.2759478	0.07714743	0.0127757	0.502388	0.0115684	0.00839189	0.464294	0.000582407	0.04692585	0.000552514	0.0344393	0.386643	3.57837	0.293383	0.30925	0.122013	0.275354	0.1240733	0.3782108
6150	-3735.462	-3717.709	-17.75334	0.2481007	0.2008004	0.301131	-0.3124535	0.0119505	0.589257	0.0109181	0.00872778	0.378914	0.000232538	0.3573405	0.000546021	0.0342385	0.385744	3.57947	0.296175	0.300869	0.134604	0.268352	0.04488699	7.960892
6160	-3740.787	-3724.936	-15.8513	0.2630655	0.209027	0.322735	-0.06367196	0.00991849	0.627831	0.00997655	0.00581003	0.346237	0.000226834	0.1067362	0.000715717	0.0391401	0.406804	3.55334	0.299346	0.299173	0.124501	0.27698	0.04306423	2.478535
6170	-3741.259	-3724.24	-17.01843	0.1838332	0.1834575	0.3365558	0.2313926	0.00977513	0.631801	0.00983236	0.00590707	0.341233	0.00145175	0.029624	0.000284972	0.0248102	0.339127	3.63578	0.299708	0.297408	0.11627	0.286613	0.2610166	0.1134947
6180	-3737.679	-3719.653	-18.02528	0.1800308	0.1887223	0.359103	0.3158517	0.0133416	0.508863	0.00965377	0.00579978	0.46181	0.000531536	0.04033737	0.000351588	0.0275332	0.353589	3.61853	0.286583	0.298055	0.140873	0.274489	0.3561891	0.1132471
6190	-3740.952	-3720.291	-20.66098	0.2026142	0.1925215	0.2952252	-0.3647416	0.0121607	0.493285	0.00768232	0.0051515	0.480401	0.00131935	0.5662926	0.00040622	0.0295756	0.363859	3.60616	0.300622	0.285309	0.134939	0.27913	0.201551	2.809674
6200	-3741.056	-3721.209	-19.84689	0.2423635	0.2209074	0.2892237	0.603437	0.011591	0.502346	0.018839	0.00457656	0.457895	0.00475268	0.03132585	0.0010209	0.0466403	0.435998	3.51634	0.301238	0.307515	0.127067	0.264179	0.6347629	0.04935048
6210	-3743.301	-3728.539	-14.7625	0.2790306	0.1890522	0.2148998	0.0817792	0.0153529	0.618894	0.0130037	0.00316956	0.343001	0.00657812	0.03232352	0.000356107	0.027708	0.354486	3.61745	0.291976	0.301334	0.127598	0.279092	0.1141027	0.2832844
6220	-3743.487	-3729.174	-14.31331	0.3044999	0.2074853	0.1923812	0.04496955	0.0172504	0.468918	0.00878001	0.0186802	0.475786	0.0105859	0.03503492	0.000681439	0.0382023	0.40291	3.55821	0.308118	0.303102	0.131415	0.257365	0.08000446	0.437912
6230	-3747.566	-3731.669	-15.89685	0.3336586	0.2190101	0.2262435	-0.0846956	0.0112744	0.47628	0.00888854	0.00943887	0.481667	0.0124518	0.1695824	0.000967112	0.0454116	0.431432	3.52219	0.304491	0.282357	0.145666	0.267487	0.08488679	1.997748
6240	-3744.329	-3727.473	-16.85629	0.3671974	0.2169435	0.187393	0.137671	0.0262023	0.475013	0.0091547	0.00585474	0.480385	0.00339039	0.1279935	0.000910759	0.0440862	0.426418	3.52859	0.27509	0.289444	0.152052	0.283414	0.2656645	0.4817863
6250	-3741.887	-3726.752	-15.13519	0.3083958	0.2097958	0.2299783	-0.1384052	0.0244895	0.474828	0.00449984	0.00433374	0.480199	0.0116503	0.1529612	0.000733251	0.039611	0.408737	3.55092	0.298101	0.302532	0.134862	0.264506	0.01455606	10.50842
6260	-3740.366	-3723.878	-16.48771	0.3024123	0.2097128	0.2242871	-0.3243089	0.0149958	0.525554	0.00475943	0.00435711	0.429314	0.0210197	0.3290636	0.000731343	0.03956	0.408528	3.55118	0.302845	0.282073	0.131131	0.283952	0.004754654	69.20872
