Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
9590	-3740.695	-3724.087	-16.60769	0.2211227	0.1924537	0.291493	0.1861045	0.014707	0.517621	0.00844803	0.00527706	0.445377	0.00857001	0.05108528	0.000405195	0.0295386	0.363677	3.60638	0.291421	0.307251	0.11072	0.290608	0.2371898	0.2153772
9600	-3735.897	-3721.408	-14.48926	0.2175027	0.1707227	0.2862794	0.002687263	0.0102221	0.535381	0.0094476	0.00288849	0.43653	0.00553026	0.01354668	0.000162477	0.0187728	0.303099	3.67797	0.300831	0.284741	0.140798	0.273631	0.01623394	0.8344664
9610	-3740.91	-3723.452	-17.45831	0.2190049	0.180692	0.31213	0.2599491	0.00785957	0.434021	0.018142	0.00409651	0.529828	0.00605288	0.05253492	0.000253947	0.0234316	0.331426	3.64489	0.297763	0.306692	0.137201	0.258344	0.312484	0.1681203
9620	-3738.187	-3722.979	-15.2077	0.1994287	0.1626059	0.3208723	-0.03390349	0.00887291	0.489979	0.0119335	0.013654	0.470287	0.00527267	0.05577822	0.00010846	0.0153571	0.279437	3.7051	0.301341	0.298442	0.138332	0.261885	0.02187473	2.549893
9630	-3736.821	-3719.429	-17.39232	0.2190797	0.2020511	0.2975776	-0.07757321	0.00913602	0.504509	0.0122874	0.0108643	0.455126	0.00807745	0.22293	0.000569767	0.0349671	0.38899	3.57547	0.28165	0.306168	0.134094	0.278088	0.1453567	1.533675
9640	-3736.074	-3720.453	-15.62111	0.1790278	0.1761986	0.3552815	0.00121079	0.0123533	0.494959	0.014172	0.00794554	0.466481	0.00408878	0.0432401	0.000208953	0.0212704	0.318765	3.65976	0.301636	0.29594	0.141186	0.261238	0.04445089	0.9727612
9650	-3739.926	-3722.662	-17.26378	0.1760772	0.1844524	0.3753654	-0.1437086	0.0103708	0.505759	0.00762132	0.0109655	0.45591	0.00937343	0.208241	0.000296785	0.025315	0.34188	3.63251	0.311465	0.279091	0.127938	0.281506	0.06453235	3.226924
9660	-3742.742	-3726.357	-16.38533	0.1831182	0.1979029	0.3921216	0.04749266	0.0117649	0.521604	0.00674198	0.0180893	0.439477	0.00232332	0.04518634	0.00049372	0.0325745	0.378163	3.58877	0.287772	0.284274	0.140219	0.287735	0.09267899	0.4875575
9670	-3739.171	-3722.37	-16.80119	0.2258566	0.1644597	0.326266	-0.06770588	0.0146991	0.500596	0.00485509	0.0192534	0.456162	0.0044351	0.167656	0.000119368	0.0161063	0.284884	3.69889	0.296738	0.285026	0.141996	0.27624	0.09995011	1.677397
9680	-3740.687	-3725.133	-15.55409	0.2235733	0.1777435	0.3431906	-0.07341073	0.013861	0.531549	0.00223651	0.0174884	0.430151	0.00471478	0.08245242	0.000223693	0.0220023	0.323139	3.65464	0.285319	0.314328	0.141193	0.25916	0.009041693	9.119136
9690	-3735.643	-3719.607	-16.0362	0.2226578	0.1945135	0.2978646	-0.09859204	0.0167282	0.440576	0.00871491	0.00919395	0.519131	0.00565565	0.1524015	0.00043719	0.0306715	0.369187	3.5997	0.296138	0.29337	0.133906	0.276587	0.0538095	2.832242
9700	-3740.636	-3725.708	-14.92818	0.2190162	0.2226748	0.3059121	-0.03541787	0.0132786	0.441766	0.0148589	0.0065626	0.520534	0.00299947	0.04684809	0.0010728	0.0477947	0.440218	3.51091	0.29751	0.293243	0.133367	0.27588	0.01143023	4.098614
9710	-3737.839	-3722.331	-15.50783	0.2048912	0.2120974	0.3753349	0.03687603	0.0105774	0.444726	0.0149584	0.0104171	0.517633	0.00168795	0.004693107	0.000787526	0.041033	0.414487	3.54369	0.271551	0.309977	0.14178	0.276691	0.04156914	0.1128988
9720	-3737.137	-3720.367	-16.76998	0.1965681	0.2029041	0.3547605	-0.1485102	0.00959548	0.452823	0.0107397	0.0101235	0.515753	0.000964586	0.1913879	0.000586373	0.0354675	0.391195	3.57275	0.299339	0.306868	0.128619	0.265174	0.04287768	4.463579
9730	-3740.463	-3723.233	-17.2298	0.1980545	0.1584443	0.3432624	0.09037543	0.0110244	0.555032	0.00332994	0.0101535	0.419909	0.000551016	0.1029268	8.67531e-05	0.0137431	0.267123	3.71905	0.30654	0.313953	0.116803	0.262704	0.1933022	0.5324656
9740	-3740.543	-3724.17	-16.37287	0.2207363	0.1609332	0.3603708	-0.09784319	0.0103863	0.558746	0.00297089	0.00466122	0.422718	0.000516853	0.1326116	9.92872e-05	0.0146971	0.274501	3.7107	0.301713	0.317008	0.118833	0.262446	0.03476839	3.814142
9750	-3736.19	-3721.502	-14.68804	0.2159628	0.2233264	0.3208975	-0.002000152	0.00787025	0.573078	0.00520494	0.00689377	0.406096	0.000856355	0.006523052	0.00109238	0.0482227	0.441765	3.50892	0.290215	0.31366	0.123142	0.272983	0.004522899	1.442228
9760	-3737.398	-3721.402	-15.99624	0.2269701	0.2225018	0.3267988	-0.1385412	0.00945891	0.480186	0.0157486	0.00820712	0.484007	0.00239167	0.1516586	0.00106765	0.0476813	0.439806	3.51145	0.301865	0.308556	0.139683	0.249896	0.01311742	11.56161
9770	-3737.331	-3722.712	-14.61913	0.2421241	0.2047694	0.2885516	0.02217685	0.0140799	0.479046	0.0120395	0.00716349	0.482857	0.00481406	0.009641203	0.000623873	0.0365715	0.395991	3.56681	0.287999	0.304139	0.143816	0.264046	0.03181805	0.3030105
9780	-3743.776	-3727.394	-16.38171	0.2713235	0.2039292	0.2276031	0.07524037	0.0159283	0.541932	0.00558638	0.00810388	0.42674	0.00170908	0.1216672	0.000606779	0.0360726	0.393835	3.56949	0.310421	0.278281	0.137356	0.273942	0.1969076	0.61789
9790	-3739.464	-3721.847	-17.61699	0.2859268	0.2087682	0.2536758	-0.09952101	0.0158825	0.540374	0.00557031	0.0108075	0.425513	0.00185337	0.2640209	0.000709879	0.0389821	0.406152	3.55416	0.285538	0.290451	0.147453	0.276558	0.1644999	1.604991
9800	-3737.924	-3723.656	-14.26816	0.2850276	0.2245845	0.2619557	0.002192027	0.0150254	0.523781	0.0155048	0.0164172	0.42741	0.00186164	0.0143438	0.00113086	0.0490526	0.444741	3.50508	0.301624	0.289743	0.137492	0.271141	0.01653583	0.8674377
9810	-3737.552	-3722.532	-15.02019	0.2830692	0.1978107	0.2072356	0.107632	0.0144595	0.502542	0.00820107	0.0121424	0.459472	0.00318371	0.03622781	0.000492116	0.0325221	0.37792	3.58907	0.285996	0.302617	0.136467	0.27492	0.1438599	0.2518271
9820	-3743.97	-3726.817	-17.15387	0.2619784	0.2159253	0.3093316	0.2633089	0.0148962	0.504379	0.00412639	0.0121868	0.461151	0.00326111	0.02652292	0.00088384	0.0434382	0.423931	3.53175	0.298308	0.30842	0.13003	0.263242	0.2898318	0.09151142
9830	-3740.786	-3723.476	-17.31021	0.2819067	0.2096492	0.2816791	-0.3050295	0.0120334	0.566425	0.012575	0.0133014	0.39082	0.0048457	0.3353399	0.000729883	0.039521	0.408369	3.55138	0.297848	0.315634	0.12834	0.258178	0.03031039	11.06353
9840	-3744.575	-3727.908	-16.66679	0.2655312	0.1928292	0.2224041	-0.2121434	0.0112045	0.566231	0.0125707	0.0137122	0.390686	0.00559527	0.2842343	0.000410899	0.0297438	0.364685	3.60516	0.3095	0.287539	0.136766	0.266196	0.07209082	3.942725
9850	-3736.43	-3721.432	-14.99735	0.2945937	0.2445911	0.2561152	0.09419168	0.0138778	0.55565	0.0104668	0.0151496	0.397926	0.00693023	0.01407745	0.00186919	0.0628125	0.489939	3.44538	0.289842	0.31196	0.126991	0.271206	0.1082691	0.1300227
9860	-3744.248	-3726.985	-17.26306	0.2627058	0.2136402	0.2356664	-0.2915704	0.0141076	0.57153	0.00791401	0.0215315	0.377506	0.00741085	0.3532643	0.000825422	0.0419964	0.418311	3.53887	0.283937	0.290735	0.136686	0.288642	0.06169388	5.726084
9870	-3741.562	-3726.75	-14.81278	0.2608478	0.2253445	0.2573794	-0.05762008	0.0121025	0.482107	0.00874744	0.0197221	0.471289	0.00603152	0.07979015	0.00115454	0.0495562	0.446532	3.50276	0.298826	0.312632	0.131548	0.256994	0.02217007	3.599003
9880	-3738.558	-3723.974	-14.58357	0.2706429	0.2124388	0.2391646	0.02827682	0.0171414	0.542705	0.00754865	0.0106326	0.417085	0.00488706	0.03290936	0.000795805	0.0412455	0.415336	3.54262	0.313192	0.294163	0.12793	0.264715	0.06118618	0.5378561
9890	-3740.5	-3721.783	-18.71755	0.2695365	0.2385825	0.2730659	0.1741017	0.0124815	0.534561	0.0119133	0.0139031	0.422327	0.00481372	0.1830326	0.00162167	0.0585774	0.476781	3.46302	0.299924	0.292173	0.13262	0.275283	0.3571343	0.5125035
9900	-3739.63	-3723.415	-16.21465	0.2744527	0.1995136	0.2531362	-0.2483651	0.0130504	0.533173	0.0118823	0.00898714	0.421231	0.011676	0.2628014	0.000522332	0.0334953	0.382387	3.5836	0.296753	0.287339	0.13771	0.278198	0.01443629	18.20422
9910	-3746.005	-3728.976	-17.02904	0.2939726	0.1698505	0.2509672	0.2638394	0.010328	0.492787	0.00371957	0.0100346	0.4701	0.0130306	0.05201327	0.000155861	0.0183891	0.300581	3.68087	0.281076	0.326893	0.13197	0.260061	0.3158527	0.1646757
9920	-3738.989	-3723.146	-15.8428	0.2970779	0.2284663	0.233146	0.1609194	0.0143656	0.53956	0.0054753	0.0109871	0.415345	0.0142674	0.04291595	0.00125531	0.0516418	0.453823	3.49328	0.286721	0.313217	0.132358	0.267703	0.2038353	0.2105423
9930	-3741.761	-3726.459	-15.30204	0.3154781	0.2274622	0.2305958	0.09417888	0.015272	0.503153	0.00936363	0.0076835	0.450243	0.0142848	0.04772382	0.00122228	0.050968	0.451489	3.49632	0.268575	0.300641	0.132077	0.298707	0.1419027	0.3363137
9940	-3743.916	-3725.659	-18.25778	0.3004347	0.2164283	0.2847179	-0.02169112	0.0121003	0.567931	0.0117138	0.0113011	0.390612	0.00634166	0.2424448	0.000897068	0.0437579	0.425161	3.53018	0.302103	0.306462	0.125901	0.265535	0.2207537	1.098259
9950	-3741.568	-3723.536	-18.03192	0.2992004	0.2211216	0.2510733	0.2075048	0.00713789	0.49413	0.0130435	0.00844849	0.468416	0.00882398	0.134374	0.0010271	0.0467796	0.436511	3.51568	0.299657	0.304044	0.140859	0.255441	0.3418788	0.3930457
9960	-3735.718	-3719.804	-15.91366	0.2149349	0.1703638	0.299402	-0.1831144	0.00721062	0.499165	0.0127434	0.00541778	0.473189	0.00227429	0.1875649	0.000159729	0.0186144	0.302064	3.67916	0.311487	0.297434	0.142976	0.248103	0.004450504	42.14465
9970	-3735.898	-3720.117	-15.78151	0.2271479	0.2126472	0.3233587	-0.1105208	0.0108515	0.423294	0.012443	0.00385843	0.546346	0.00320718	0.1265695	0.00080089	0.0413754	0.415853	3.54197	0.297956	0.294796	0.150023	0.257224	0.01604868	7.886597
9980	-3743.773	-3725.727	-18.04614	0.2301886	0.19177	0.34412	0.3592174	0.0113126	0.511525	0.00605193	0.0115302	0.454917	0.0046632	0.02026111	0.000394959	0.0291666	0.361839	3.6086	0.316983	0.296414	0.112901	0.273703	0.3794785	0.05339198
9990	-3740.559	-3723.159	-17.39966	0.2290428	0.1668313	0.2929109	-0.3127453	0.0191388	0.551901	0.00526453	0.0103761	0.40781	0.00550954	0.343439	0.000134517	0.0170917	0.291817	3.69096	0.275776	0.32202	0.119015	0.283188	0.03069368	11.18924
10000	-3733.515	-3717.762	-15.75206	0.2388156	0.1908484	0.3027258	-0.1378928	0.0166486	0.466531	0.00773239	0.00891492	0.495439	0.00473366	0.151449	0.000381458	0.0286684	0.359354	3.6116	0.302809	0.304305	0.13675	0.256136	0.01355613	11.17199
10010	-3739.586	-3723.705	-15.88095	0.2406523	0.1968637	0.2952994	0.0621214	0.0180933	0.46079	0.0140407	0.0121062	0.493467	0.00150235	0.06218271	0.000475863	0.0319859	0.375423	3.59212	0.275595	0.299529	0.145906	0.27897	0.1243041	0.5002466
10020	-3743.962	-3728.611	-15.35048	0.2989493	0.2291899	0.2442121	0.01642172	0.00709578	0.520475	0.015515	0.0109016	0.444364	0.00164887	0.07905291	0.00127947	0.0521291	0.455499	3.49109	0.297226	0.309271	0.120249	0.273255	0.09547463	0.8279991
10030	-3743.179	-3727.045	-16.13405	0.28314	0.2054458	0.2598152	-0.2225895	0.00862814	0.515047	0.0186917	0.0151927	0.439731	0.00270961	0.2357947	0.000637877	0.0369751	0.397721	3.56467	0.312732	0.29174	0.137592	0.257937	0.01320525	17.85614
10040	-3735.129	-3718.701	-16.42782	0.2404267	0.1830739	0.2636506	-0.1801117	0.0120375	0.51918	0.00742558	0.0135502	0.443259	0.00454813	0.2355268	0.000280511	0.0246169	0.338063	3.63704	0.307182	0.291486	0.136833	0.264499	0.05541505	4.250232
10050	-3737.873	-3722.794	-15.07863	0.2496126	0.2070017	0.3112977	-0.02468991	0.013777	0.471125	0.00378405	0.0110757	0.494653	0.00558526	0.04764956	0.000670926	0.0379099	0.401683	3.55974	0.299742	0.290514	0.126149	0.283595	0.02295965	2.075361
10060	-3740.321	-3722.339	-17.98183	0.2441504	0.1985141	0.2973257	0.1567851	0.00806136	0.580001	0.00719136	0.000610567	0.391784	0.0123511	0.1373614	0.000504442	0.0329227	0.379769	3.5868	0.31938	0.298976	0.125706	0.255939	0.2941465	0.466983
10070	-3738.472	-3722.634	-15.83842	0.2530481	0.1899343	0.2930781	-0.05449348	0.00981572	0.513665	0.00748217	0.000547404	0.44572	0.0227703	0.1188138	0.000368399	0.0281778	0.356881	3.61457	0.298322	0.302514	0.146352	0.252812	0.06432028	1.847221
10080	-3740.922	-3725.083	-15.83862	0.2408825	0.2090022	0.3153226	0.1060329	0.00992815	0.518727	0.00803416	0.00160402	0.432518	0.0291881	0.0253542	0.000715155	0.0391249	0.406742	3.55342	0.326653	0.291442	0.131524	0.25038	0.1313871	0.1929733
10090	-3739.792	-3721.1	-18.6919	0.2442503	0.1873411	0.2595254	0.2316405	0.0122962	0.5158	0.00948975	0.000958039	0.439695	0.0217608	0.1613191	0.000333118	0.0268066	0.349821	3.62304	0.307374	0.292691	0.139195	0.260741	0.3929596	0.4105234
10100	-3745.934	-3728.489	-17.4447	0.2389564	0.1858288	0.3123442	0.2163143	0.0141948	0.486431	0.0104489	0.00129283	0.463713	0.0239197	0.06681626	0.000313715	0.0260209	0.345674	3.62799	0.29371	0.30922	0.13012	0.26695	0.2831306	0.2359909
10110	-3738.647	-3723.951	-14.69585	0.2529664	0.2048759	0.2944941	-0.02246381	0.0141199	0.569878	0.00960804	0.00159118	0.37678	0.0280231	0.03345938	0.000626064	0.0366349	0.396263	3.56648	0.29921	0.29947	0.118244	0.283076	0.01099557	3.042986
10120	-3741.924	-3726.41	-15.51361	0.246843	0.1985835	0.3322641	0.07760294	0.0127035	0.517851	0.00662059	0.00109982	0.441402	0.0203229	0.01183523	0.000505669	0.0329623	0.379951	3.58658	0.29626	0.302591	0.144013	0.257137	0.08943817	0.1323286
10130	-3736.876	-3719.211	-17.66549	0.2133995	0.1933795	0.3607374	0.06318638	0.0127498	0.457619	0.00635592	0.00421763	0.514184	0.00487373	0.1343353	0.000419359	0.0300455	0.366159	3.60338	0.298732	0.288321	0.141791	0.271156	0.1975217	0.6801042
10140	-3734.859	-3719.716	-15.14369	0.2363059	0.1802679	0.2691125	0.04551531	0.017713	0.539737	0.00318771	0.00803677	0.426398	0.00492745	0.04196932	0.00024942	0.0232235	0.330239	3.64629	0.282319	0.313991	0.130138	0.273552	0.08748462	0.4797336
10150	-3734.305	-3719.157	-15.14764	0.2669762	0.1818997	0.2486667	-0.1276149	0.0176148	0.536743	0.00670072	0.0091837	0.424033	0.00572498	0.140384	0.000267172	0.0240292	0.334798	3.64091	0.306497	0.28051	0.139783	0.27321	0.01276917	10.99399
10160	-3735.59	-3719.897	-15.69235	0.2613596	0.1945053	0.2553541	-0.1252566	0.0106151	0.517191	0.0150979	0.0046448	0.446578	0.00587408	0.1665282	0.000437059	0.0306669	0.369166	3.59973	0.286695	0.299919	0.134375	0.279012	0.04127162	4.034932
10170	-3744.99	-3729.684	-15.30593	0.2826317	0.1899399	0.2464803	0.01011282	0.00868181	0.518249	0.0151288	0.00349742	0.447492	0.00695117	0.07983283	0.000368478	0.0281808	0.356896	3.61455	0.322348	0.275569	0.142015	0.260068	0.08994565	0.8875674
10180	-3744.388	-3729.253	-15.13508	0.2984049	0.2153924	0.2504399	-0.002501997	0.0128578	0.517308	0.00438583	0.0042415	0.446679	0.0145281	0.07280523	0.000869971	0.0431005	0.422625	3.5334	0.318232	0.306796	0.125291	0.249681	0.07030323	1.035589
10190	-3741.878	-3723.179	-18.6992	0.3244568	0.2285939	0.2303199	-0.1412369	0.0129339	0.520371	0.0114543	0.00187344	0.449324	0.00404264	0.3515543	0.00125955	0.0517277	0.454119	3.49289	0.27352	0.305376	0.131366	0.289738	0.2103174	1.671541
10200	-3747.578	-3730.432	-17.14669	0.3222877	0.2684294	0.2674078	0.3245207	0.0101863	0.526011	0.011383	0.00571782	0.438082	0.00861932	0.01386518	0.00308414	0.0802856	0.538774	3.37786	0.279751	0.308469	0.114842	0.296937	0.3383859	0.04097448
10210	-3746.206	-3731.573	-14.63244	0.3265296	0.1944249	0.250071	0.07489108	0.00724854	0.520569	0.00935263	0.0122917	0.440414	0.0101249	0.005313801	0.000435778	0.0306224	0.368951	3.59999	0.340167	0.287137	0.115197	0.257499	0.08020488	0.06625283
10220	-3737.38	-3722.979	-14.40171	0.2799223	0.2070181	0.2435962	-0.0211049	0.00667793	0.559774	0.00678581	0.0078003	0.405744	0.0132183	0.04406466	0.000671282	0.0379198	0.401725	3.55968	0.300749	0.303471	0.135639	0.260141	0.02295975	1.919213
10230	-3739.827	-3723.643	-16.18421	0.2857771	0.1862602	0.2216207	0.04962586	0.0103678	0.514962	0.0189389	0.00858342	0.438942	0.00820554	0.1234869	0.000319163	0.026244	0.346859	3.62658	0.302918	0.305659	0.134369	0.257054	0.1731127	0.7133321
10240	-3736.356	-3721.402	-14.95361	0.2731011	0.2086285	0.2486733	-0.02391235	0.00898602	0.516731	0.0173678	0.0121245	0.44045	0.00434022	0.07587698	0.000706743	0.0388968	0.4058	3.5546	0.29924	0.295018	0.136801	0.268941	0.05196463	1.460166
10250	-3740.3	-3724.255	-16.04543	0.2872442	0.1982375	0.2442618	-0.17984	0.00906204	0.508453	0.0175148	0.0122271	0.444176	0.0085674	0.2190739	0.00049957	0.0327649	0.379042	3.58769	0.305581	0.279305	0.128392	0.286722	0.03923386	5.583796
10260	-3736.678	-3721.149	-15.52885	0.2775388	0.2139287	0.2739093	-0.1152753	0.00647106	0.480799	0.00928801	0.0133492	0.484941	0.00515136	0.1408094	0.000832647	0.0421775	0.419024	3.53797	0.309329	0.299285	0.130258	0.261127	0.02553405	5.514573
10270	-3741.598	-3725.671	-15.92706	0.2579236	0.2119222	0.3026003	0.002009879	0.00723548	0.537596	0.0103852	0.00245078	0.431517	0.0108156	0.0887653	0.000783299	0.0409241	0.414051	3.54424	0.295068	0.32036	0.135635	0.248938	0.09077518	0.9778587
10280	-3734.622	-3719.872	-14.74974	0.2586479	0.2007211	0.2593133	0.002330464	0.010551	0.530252	0.0102433	0.0126646	0.425622	0.0106678	0.04434969	0.000544541	0.0341925	0.385537	3.57973	0.297558	0.300347	0.136576	0.265519	0.04668016	0.9500759
10290	-3736.009	-3721.268	-14.7414	0.2610281	0.2166165	0.3153527	0.02167444	0.0141758	0.536048	0.0103553	0.00531892	0.430275	0.00382696	0.001231588	0.000902053	0.0438777	0.42562	3.5296	0.289898	0.308884	0.13369	0.267528	0.02290603	0.05376698
10300	-3737.423	-3723.351	-14.07203	0.2728653	0.2324058	0.2503322	-0.01283551	0.0102582	0.538008	0.0103932	0.00636682	0.431847	0.00312637	0.01691778	0.00139063	0.0543117	0.462885	3.48141	0.312907	0.295205	0.134569	0.257318	0.004082278	4.144201
10310	-3739.688	-3720.13	-19.5583	0.2723808	0.2077267	0.2712681	0.5938813	0.0103224	0.541376	0.0131357	0.0060817	0.426103	0.00298112	0.02380244	0.000686728	0.0383486	0.403521	3.55744	0.323102	0.273103	0.137542	0.266254	0.6176837	0.038535
10320	-3735.331	-3720.866	-14.46504	0.2568026	0.2222924	0.2574205	-0.03828179	0.0102908	0.539719	0.0147265	0.00606309	0.4248	0.00440056	0.04934506	0.00106142	0.0475441	0.439307	3.51209	0.311196	0.28669	0.130884	0.27123	0.01106327	4.460262
10330	-3746.495	-3731.042	-15.4532	0.2656791	0.2352092	0.3022098	-0.08381308	0.012777	0.579768	0.0121786	0.00759192	0.379303	0.00838197	0.1035723	0.0014926	0.0562362	0.469239	3.47303	0.29551	0.34165	0.113332	0.249508	0.01975921	5.241722
10340	-3735.507	-3719.776	-15.73062	0.2549713	0.1805356	0.2627198	-0.04263357	0.0128918	0.584978	0.00643759	0.00576387	0.382711	0.0072171	0.1245168	0.00025227	0.0233548	0.330988	3.6454	0.295057	0.296255	0.130212	0.278477	0.08188325	1.520663
10350	-3739.806	-3724.095	-15.71115	0.2682472	0.201655	0.2664488	-0.1533423	0.0272776	0.4865	0.0093774	0.00536588	0.468272	0.00320686	0.1763256	0.000562168	0.0347357	0.387963	3.57674	0.296355	0.291428	0.137874	0.274343	0.02298328	7.671907
10360	-3737.909	-3721.402	-16.50744	0.2530232	0.1948071	0.251344	-0.0827603	0.0213313	0.515568	0.00757625	0.00268899	0.442315	0.0105207	0.1966476	0.000441893	0.0308344	0.369969	3.59875	0.288987	0.287094	0.153948	0.269971	0.1138873	1.726686
10370	-3737.124	-3719.957	-17.16729	0.2533165	0.213466	0.3057199	0.1304028	0.013563	0.570125	0.00871187	0.00667045	0.3868	0.0141297	0.09858191	0.000821083	0.0418873	0.417881	3.53941	0.293675	0.311974	0.131585	0.262765	0.2289847	0.4305175
10380	-3736.112	-3720.265	-15.84648	0.2516947	0.2172724	0.3004686	-0.005343072	0.0115808	0.572727	0.00479859	0.0067009	0.388566	0.0156269	0.09042426	0.000919574	0.0442962	0.427219	3.52757	0.296567	0.287193	0.131494	0.284745	0.08508119	1.0628
10390	-3740.549	-3724.074	-16.47489	0.2631436	0.1503813	0.279288	0.2238201	0.0116154	0.574438	0.00704558	0.00387966	0.389727	0.0132946	0.0262384	5.43341e-05	0.0108887	0.242976	3.74608	0.290558	0.304582	0.129206	0.275654	0.2500585	0.1049291
10400	-3735.918	-3718.236	-17.6824	0.2366075	0.1900301	0.2622955	-0.0220499	0.0121955	0.559443	0.00940424	0.00349797	0.409192	0.00626703	0.2317319	0.000369752	0.0282291	0.35714	3.61426	0.299868	0.299701	0.128958	0.271474	0.209682	1.105159
10410	-3739.923	-3723.412	-16.51136	0.2344425	0.166407	0.2973989	0.2276209	0.0152311	0.589853	0.00650948	0.00289599	0.378406	0.00710359	0.02089447	0.000131705	0.0169132	0.29058	3.69238	0.308769	0.296298	0.12519	0.269744	0.2485154	0.08407719
10420	-3740.544	-3721.486	-19.05807	0.2190886	0.1938478	0.2746174	0.5349969	0.0131372	0.57593	0.00560392	0.00947463	0.392504	0.00335089	0.0327393	0.000426658	0.0303034	0.367411	3.60186	0.300532	0.293525	0.119487	0.286456	0.5677362	0.05766639
10430	-3734.818	-3718.657	-16.16007	0.1834976	0.1785678	0.3681555	0.05182045	0.0095414	0.501951	0.00499467	0.0102079	0.462653	0.0106525	0.04473487	0.000231866	0.0223976	0.325463	3.65191	0.307707	0.288757	0.136543	0.266993	0.09655532	0.4633082
10440	-3739.648	-3722.986	-16.66194	0.2137125	0.1909692	0.3454739	-0.01654396	0.013567	0.51774	0.0120226	0.0177181	0.433007	0.00594496	0.1209335	0.000383208	0.0287334	0.35968	3.6112	0.291125	0.315652	0.126289	0.266934	0.1043895	1.158483
10450	-3738.503	-3723.196	-15.30756	0.2244731	0.2046527	0.3416035	0.01808497	0.0063175	0.521285	0.00701611	0.0273917	0.435973	0.00201653	0.02244524	0.000621479	0.0365021	0.395692	3.56718	0.306935	0.291011	0.14301	0.259044	0.04053021	0.5537904
10460	-3750.33	-3728.869	-21.46143	0.2017451	0.1868733	0.315235	-0.1172788	0.00626099	0.516622	0.00890511	0.0271467	0.432073	0.00899224	0.4663968	0.000327025	0.0265625	0.34854	3.62457	0.302645	0.313591	0.137526	0.246237	0.349118	1.335929
10470	-3743.149	-3728.143	-15.00618	0.2456708	0.1838483	0.2584789	0.07173405	0.00800344	0.51368	0.00885439	0.0309942	0.429612	0.00885637	0.0262844	0.000289571	0.025008	0.34021	3.63449	0.288488	0.30534	0.13173	0.274441	0.09801845	0.2681577
10480	-3739.55	-3724.332	-15.21764	0.2475981	0.2222866	0.2927013	0.06048753	0.00970271	0.411331	0.0070994	0.0133037	0.550022	0.00854125	0.02455186	0.00106125	0.0475403	0.439293	3.51211	0.306738	0.300364	0.147171	0.245727	0.08503939	0.2887116
10490	-3747.038	-3728.732	-18.30607	0.2397692	0.1837388	0.3514323	-0.3836497	0.00868554	0.567812	0.00853004	0.0088924	0.386392	0.0196884	0.3942403	0.000288276	0.0249525	0.339906	3.63485	0.297732	0.327659	0.105916	0.268693	0.0105906	37.2255
10500	-3739.347	-3722.274	-17.07286	0.2346318	0.1956599	0.3067673	-0.05648773	0.00758384	0.495789	0.00420501	0.00776446	0.472402	0.0122559	0.185034	0.000455761	0.0313098	0.372236	3.596	0.29304	0.300624	0.129062	0.277275	0.1285463	1.439435
10510	-3740.088	-3722.807	-17.28092	0.257186	0.2226353	0.261397	-0.006797149	0.0110642	0.553372	0.0057674	0.00930417	0.402032	0.01846	0.2004764	0.00107162	0.0477688	0.440124	3.51104	0.303681	0.282139	0.130991	0.28319	0.1936792	1.035095
10520	-3735.804	-3720.782	-15.02135	0.2022506	0.1908769	0.3016727	0.01016542	0.00959045	0.47966	0.00946997	0.00945702	0.481899	0.00992279	0.03332965	0.00038187	0.0286837	0.359431	3.6115	0.310555	0.292944	0.131721	0.26478	0.04349508	0.7662856
10530	-3740.63	-3724.881	-15.74883	0.2070752	0.2110855	0.3474799	-0.03097	0.0175581	0.479418	0.0039227	0.0077264	0.481655	0.00971998	0.07081361	0.000763331	0.0404055	0.411966	3.54687	0.305987	0.275951	0.128947	0.289114	0.03984361	1.777289
10540	-3742.602	-3727.458	-15.14427	0.2581037	0.2014772	0.2520379	0.01240706	0.0200801	0.471948	0.00386158	0.0168375	0.47415	0.0131227	0.06855811	0.000558781	0.034632	0.387502	3.57731	0.311284	0.298957	0.127659	0.2621	0.08096517	0.8467605
10550	-3736.225	-3721.033	-15.19175	0.2575545	0.2218675	0.2892248	0.04967412	0.021081	0.464198	0.00726041	0.00451976	0.498512	0.00442827	0.02983607	0.00104888	0.0472662	0.438294	3.51339	0.282406	0.317502	0.131629	0.268462	0.0795102	0.3752484
10560	-3741.014	-3725.637	-15.3773	0.2777	0.1788242	0.2616354	-0.02023937	0.0166553	0.57661	0.00809816	0.00646743	0.385821	0.00634796	0.09025773	0.000234453	0.0225213	0.326185	3.65106	0.290258	0.311795	0.135523	0.262423	0.07001836	1.289058
10570	-3741.212	-3725.595	-15.61735	0.3139884	0.2163071	0.2419902	0.1210141	0.0167105	0.578521	0.00801994	0.0058092	0.387099	0.00383996	0.04435742	0.00089387	0.0436808	0.424865	3.53056	0.302805	0.29402	0.129905	0.27327	0.1653715	0.2682289
10580	-3736.985	-3721.83	-15.15577	0.3195947	0.2188999	0.2354378	-0.000567274	0.0124697	0.577321	0.0080033	0.0057205	0.386296	0.0101891	0.08119316	0.000964049	0.0453406	0.431166	3.52253	0.293509	0.307422	0.123302	0.275766	0.08062589	1.007036
